name,price,speed,modules,price_per_gb,color,first_word_latency,cas_latency
Crucial Ballistix Sport LT 32 GB,,"4,3200","4,8",,Silver / Black,10,16
Corsair Vengeance LPX 64 GB,,"4,4266","8,8",,Black / Yellow,8.908,19
Crucial Ballistix Sport AT 8 GB,,"4,3200","1,8",,Silver / Black,10,16
Crucial Ballistix Sport LT 16 GB,,"4,3200","1,16",,White / Silver,10,16
Crucial Ballistix Sport LT 32 GB,,"4,3200","2,16",,White / Silver,10,16
Corsair Vengeance RGB Pro 128 GB,,"4,3600","8,16",,Black,10,18
Crucial Ballistix Sport LT 8 GB,,"4,3000","1,8",,Silver / Black,10.667,16
Crucial Ballistix Sport LT 64 GB,,"4,3000","4,16",,Silver / Black,10,15
Crucial Ballistix Sport LT 64 GB,,"4,3000","4,16",,White / Silver,10,15
G.Skill Trident Z Royal 16 GB,,"4,4800","2,8",,Silver,7.5,18
Corsair Dominator Platinum RGB 64 GB,,"4,3000","4,16",,Black,10,15
Corsair Vengeance LPX 32 GB,,"4,4400","4,8",,Black / Yellow,7.727,17
Corsair Dominator Platinum RGB 32 GB,,"4,3466","4,8",,Black,9.233,16
Corsair Dominator Platinum RGB 128 GB,,"4,3200","8,16",,Black,10,16
G.Skill Trident Z Royal 32 GB,,"4,3000","2,16",,Gold,10.667,16
Crucial Ballistix Sport LT 16 GB,,"4,2400","2,8",,Red / Black,13.333,16
G.Skill Trident Z 16 GB,,"4,4000","2,8",,Silver / Red,9,18
GeIL EVO FORZA 16 GB,,"4,2133","2,8",,Red / Black,14.065,15
Corsair Dominator Platinum RGB 64 GB,,"4,3466","4,16",,Black,9.233,16
OLOy MD4U083015BASA 8 GB,,"4,3000","1,8",,White / Gray,10,15
OLOy MD4MU081G82417D 16 GB,,"4,2400","2,8",,Red / Black,14.167,17
Corsair Dominator Platinum RGB 16 GB,,"4,4600","2,8",,Black / Silver,8.261,19
Corsair Dominator Platinum RGB 32 GB,,"4,4000","4,8",,Black / Silver,9.5,19
Mushkin Blackline 16 GB,,"4,2400","2,8",,Black / White,12.5,15
Patriot Viper Steel 16 GB,,"4,3400","2,8",,Silver / Black,9.412,16
Kingston HyperX Predator 64 GB,,"4,3200","4,16",,Black / Gray,10,16
G.Skill Trident Z Royal 32 GB,,"4,3200","4,8",,Gold,10,16
G.Skill Trident Z Royal 64 GB,590.63,"4,3200","8,8",9.229,Silver,8.75,14
TEAMGROUP T-Force Vulcan Z 8 GB,,"4,2666","2,4",,Black,13.503,18
TEAMGROUP T-Force Vulcan Z 8 GB,,"4,3200","2,4",,Black,10,16
OLOy MD4U083015BADA 16 GB,,"4,3000","2,8",,White / Silver,10,15
OLOy WarHawk RGB 32 GB,,"4,3600","2,16",,Black / White,10,18
OLOy MD4U082417BBST 8 GB,,"4,2400","1,8",,Red,14.167,17
Crucial Ballistix Elite 8 GB,,"4,4000","1,8",,Black,9,18
Kingston HyperX Fury RGB 32 GB,,"4,2400","4,8",,Black,12.5,15
Kingston HyperX Fury RGB 32 GB,,"4,2666","4,8",,Black,12.003,16
Kingston HyperX Fury RGB 32 GB,,"4,3000","4,8",,Black,10,15
Kingston HyperX Fury RGB 16 GB,,"4,3466","2,8",,Black,9.233,16
TEAMGROUP T-Force Dark Z 16 GB,,"4,3000","1,16",,Silver,10.667,16
TEAMGROUP T-Force Dark Z 8 GB,,"4,2666","1,8",,Silver / Black,11.253,15
GeIL EVO SPEAR 32 GB,,"4,3200","2,16",,Black / Orange,10,16
GeIL EVO POTENZA 16 GB,,"4,3200","2,8",,Black,10,16
GeIL SUPER LUCE RGB SYNC Series TUF Gaming Alliance AMD Edition 16 GB,,"4,3200","2,8",,Black,10,16
GeIL EVO POTENZA 32 GB,,"4,3000","2,16",,Black,10.667,16
G.Skill Trident Z RGB 64 GB,,"4,3600","4,16",,Black,8.889,16
ADATA XPG GAMMIX D30 32 GB,,"4,3000","2,16",,Silver / Black,10.667,16
ADATA XPG GAMMIX D30 16 GB,,"4,3000","2,8",,Silver / Black,10.667,16
G.Skill Trident Z Royal 32 GB,,"4,3600","2,16",,Gold,8.889,16
G.Skill Trident Z Royal 16 GB,162.44,"4,3600","2,8",10.152,Silver,7.778,14
Samsung M393A2K40CB2-CVF 16 GB,,"4,2933","1,16",,Green / Black,14.32,21
Kingston KTH-PL426/32G 32 GB,79.98,"4,2666","1,32",2.499,Green / Black,14.254,19
Kingston HyperX Fury 64 GB,,"4,3200","4,16",,Black,10,16
OLOy WarHawk RGB 32 GB,,"4,3200","2,16",,Blue / White,10,16
Kingston HyperX Predator RGB 64 GB,,"4,3200","4,16",,Black,10,16
Kingston HyperX Predator RGB 16 GB,,"4,3000","2,8",,Black,10,15
OLOy MD4U323016DJDA 64 GB,,"4,3000","2,32",,Black,10.667,16
OLOy MD4U163016CFDA 32 GB,,"4,3000","2,16",,Red,10.667,16
G.Skill Trident Z Royal 32 GB,,"4,4000","4,8",,Silver,9,18
ADATA XPG Z1 32 GB,,"4,3200","2,16",,Black / Silver,10,16
Thermaltake TOUGHRAM 16 GB,204.98,"4,4400","2,8",12.811,White / Silver,8.636,19
Crucial Ballistix 64 GB,,"4,3600","2,32",,White,8.889,16
Crucial Ballistix 64 GB,,"4,3600","2,32",,Red,8.889,16
Crucial Ballistix RGB 16 GB,,"4,3000","2,8",,White,10,15
Crucial Ballistix RGB 32 GB,,"4,3000","2,16",,Red,10.667,16
Crucial Ballistix RGB 32 GB,,"4,3600","2,16",,Red,8.889,16
Crucial Ballistix RGB 64 GB,,"4,3600","2,32",,Red,8.889,16
Crucial Ballistix RGB 16 GB,,"4,3000","2,8",,Red,10,15
G.Skill Trident Z Royal 64 GB,,"4,3200","2,32",,Silver,10,16
G.Skill F4-4000C15Q-32GTRS 64 GB,688.16,"4,4000","8,8",10.752,Gold,7.5,15
GeIL EVO SPEAR Phantom Gaming 16 GB,,"4,3200","2,8",,Black,10,16
OLOy WarHawk RGB 32 GB,,"4,3600","4,8",,Black / Silver,10,18
OLOy MD4U1636181CHRDA 32 GB,,"4,3600","2,16",,Red,10,18
OLOy MD4U083216BHDA 16 GB,,"4,3200","2,8",,Red,10,16
OLOy MD4U162417BFDA 32 GB,,"4,2400","2,16",,Red,14.167,17
OLOy MD4U082616BHDA 16 GB,,"4,2666","2,8",,Red,12.003,16
OLOy MD4U1640190DJ0DA 32 GB,,"4,4000","2,16",,Black,9.5,19
Mushkin Essentials 64 GB,164.99,"4,2666","2,32",2.578,Green / Black,14.254,19
Corsair Vengeance RGB Pro 32 GB,,"4,3200","4,8",,Black,10,16
OLOy WarHawk RGB 64 GB,,"4,3200","2,32",,White,10,16
OLOy ND4U1632161DH0DA 32 GB,,"4,3200","2,16",,Red,10,16
Kingston HyperX Predator 128 GB,,"4,3200","4,32",,Black,10,16
ADATA XPG SPECTRIX D50 32 GB,,"4,3600","2,16",,Black,10,18
G.Skill Ripjaws V 32 GB,,"4,4266","2,16",,Black,7.97,17
G.Skill Trident Z Neo 32 GB,,"4,3800","4,8",,Black / Silver,8.421,16
G.Skill Trident Z Royal 64 GB,,"4,3200","2,32",,Silver,8.75,14
Kingston HyperX Fury 64 GB,,"4,3200","4,16",,Black,10,16
Apacer AS 8 GB,,"4,3200","1,8",,Black,13.75,22
Silicon Power XPOWER Turbine RGB 32 GB,,"4,3600","2,16",,Silver / Black,10,18
TEAMGROUP T-Force Dark Z 64 GB,,"4,3200","2,32",,Gray,10,16
TEAMGROUP T-Create Classic 32 GB,,"4,2666","2,16",,Silver,14.254,19
G.Skill Trident Z Royal 32 GB,,"4,4000","2,16",,Black / Black,7,14
Acer Predator Apollo RGB 32 GB,,"4,3600","2,16",,Silver / Black,7.778,14
Acer Predator Apollo RGB 16 GB,,"4,3200","2,8",,Silver / Black,10,16
Acer Predator Apollo RGB 32 GB,,"4,3200","2,16",,Silver / Black,10,16
Acer Predator Talos 8 GB,,"4,3200","1,8",,White / Black,10,16
G.Skill Trident Z5 RGB 32 GB,,"5,6000","2,16",,Silver / Black,13.333,40
G.Skill Trident Z Royal Elite 64 GB,,"4,3600","4,16",,Silver,8.889,16
G.Skill Trident Z Royal Elite 16 GB,,"4,4800","2,8",,Silver,7.917,19
G.Skill Trident Z Royal 64 GB,,"4,3600","4,16",,Silver,7.778,14
G.Skill Trident Z Royal 32 GB,366.86,"4,3600","4,8",11.464,Silver,7.778,14
G.Skill F4-3600C14Q2-128GTRGA 128 GB,,"4,3600","8,16",,Gold,7.778,14
G.Skill Trident Z Royal 32 GB,,"4,4600","2,16",,Silver,8.261,19
G.Skill Trident Z Royal 16 GB,,"4,4800","2,8",,Silver,7.083,17
OLOy Blade RGB 16 GB,,"4,4000","2,8",,Silver,7.5,15
G.Skill Trident Z Royal 16 GB,,"4,5066","2,8",,Gold,7.896,20
TEAMGROUP T-Force Delta RGB 32 GB,,"5,5600","2,16",,Black,14.286,40
HP V10 RGB 16 GB,,"4,3600","2,8",,Silver / Black,7.778,14
HP V8 RGB 32 GB,,"4,3600","2,16",,Black / Silver,10,18
Kingston FURY 16 GB,,"4,3200","1,16",,Black,10,16
Kingston FURY 32 GB,,"4,3200","2,16",,Black,10,16
Kingston FURY 32 GB,,"4,3466","2,16",,Black,9.81,17
GeIL Orion RGB AMD Edition 8 GB,,"4,3200","1,8",,Red,10,16
GeIL Orion RGB AMD Edition 16 GB,,"4,3600","2,8",,Red,10,18
GeIL Orion RGB AMD Edition 16 GB,,"4,3200","2,8",,Gray,10,16
GeIL Orion RGB AMD Edition 32 GB,,"4,3000","2,16",,Gray,10.667,16
GeIL Orion AMD Edition 32 GB,,"4,3600","2,16",,Gray,10,18
GeIL Polaris RGB 8 GB,,"5,4800","1,8",,Gray,16.667,40
GeIL Polaris RGB 64 GB,,"5,4800","2,32",,Red,16.667,40
GeIL Polaris RGB 16 GB,,"5,5200","1,16",,Gray,13.077,34
GeIL Polaris RGB 16 GB,,"5,5200","1,16",,White,13.077,34
Kingston Fury Renegade RGB 128 GB,,"4,3200","4,32",,Black / Silver,10,16
Addlink Spider 4 8 GB,,"4,3200","1,8",,Black,10,16
Addlink Spider 4 16 GB,,"4,3200","2,8",,Black,10,16
Addlink Spider X4 8 GB,,"4,3200","1,8",,Black,10,16
TEAMGROUP T-Force Vulcan Z 16 GB,,"4,3600","2,8",,Red,11.111,20
TEAMGROUP T-Force Delta RGB 8 GB,,"4,3000","1,8",,Black,10.667,16
TEAMGROUP T-Force Delta RGB 16 GB,,"4,3200","1,16",,White,10,16
TEAMGROUP T-Force Delta RGB 32 GB,,"4,3200","1,32",,Black,10,16
Kingston FURY Renegade 64 GB,,"4,2666","4,16",,Black,9.752,13
Kingston FURY Renegade 128 GB,,"4,3200","4,32",,Black,10,16
G.Skill Trident Z5 RGB 64 GB,,"5,5600","2,32",,White / Black,10.714,30
G.Skill Trident Z5 RGB 64 GB,,"5,5600","2,32",,White / Black,10.714,30
G.Skill Trident Z5 RGB 32 GB,,"5,5600","2,16",,White / Black,12.857,36
G.Skill Trident Z5 RGB 32 GB,,"5,6000","2,16",,White / Black,13.333,40
Kingston Server Premier 16 GB,57.4,"4,2666","1,16",3.587,,14.254,19
Kingston Server Premier 16 GB,59.64,"4,3200","1,16",3.728,,13.75,22
G.Skill Ripjaws S5 32 GB,,"5,5200","2,16",,White,10.769,28
G.Skill Ripjaws S5 32 GB,,"5,5200","2,16",,White,15.385,40
G.Skill Ripjaws S5 32 GB,,"5,5600","2,16",,Black,10.714,30
G.Skill Ripjaws S5 32 GB,,"5,5600","2,16",,Black,12.857,36
G.Skill Ripjaws S5 32 GB,,"5,5600","2,16",,White,14.286,40
G.Skill Ripjaws S5 64 GB,,"5,6000","2,32",,Black,10,30
ADATA XPG GAMMIX D20 8 GB,,"4,3200","1,8",,Black / Silver,10,16
ADATA XPG GAMMIX D20 32 GB,,"4,3200","1,32",,Black / Silver,10,16
ADATA XPG GAMMIX D20 32 GB,,"4,3600","2,16",,Black / Silver,10,18
ADATA XPG GAMMIX D20 16 GB,,"4,4133","2,8",,Black / Silver,9.194,19
ADATA XPG GAMMIX D20 16 GB,,"4,3200","1,16",,Gray / Silver,10,16
ADATA XPG GAMMIX D20 16 GB,,"4,3200","2,8",,Gray / Silver,10,16
V-Color XSky RGB 32 GB,,"5,6600","2,16",,White,9.697,32
TEAMGROUP T-Force Xtreem ARGB 16 GB,,"4,4800","2,8",,Black,8.333,20
TEAMGROUP T-Force Xtreem ARGB 256 GB,,"4,3200","8,32",,Black,10,16
Lexar Hades RGB 16 GB,,"4,3200","1,16",,Black,11.25,18
Lexar Hades RGB 16 GB,,"4,3600","1,16",,Black,10,18
Lexar Hades OC 16 GB,,"4,3200","2,8",,Gray / Black,11.25,18
Lexar Hades OC 32 GB,,"4,3600","2,16",,Gray / Black,10,18
TEAMGROUP T-Force Vulcan 32 GB,,"5,5600","2,16",,Black,14.286,40
V-Color Prism Pro 32 GB,,"4,3200","2,16",,Black,10,16
V-Color SKYWALKER PLUS 32 GB,,"4,3600","2,16",,Black,10,18
TEAMGROUP T-Force Delta RGB 32 GB,,"4,3200","1,32",,Black,10,16
TEAMGROUP T-Force Dark Z 16 GB,,"4,3200","2,8",,Gray,10,16
TEAMGROUP Elite 8 GB,,"4,2133","1,8",,Black,14.065,15
TEAMGROUP Elite 16 GB,,"4,2133","1,16",,Black,14.065,15
TEAMGROUP Elite 32 GB,,"4,2400","4,8",,Black,13.333,16
TEAMGROUP Elite 8 GB,,"4,3200","1,8",,Black,13.75,22
TEAMGROUP T-Force Delta TUF Gaming Alliance RGB 16 GB,,"4,2666","2,8",,Black / Gold,13.503,18
TEAMGROUP T-Force Delta TUF Gaming Alliance RGB 16 GB,,"4,3200","1,16",,Black / Gold,10,16
TEAMGROUP T-Force Delta TUF Gaming Alliance RGB 64 GB,,"4,3600","2,32",,Black / Gold,8.889,16
ADATA XPG GAMMIX D45 64 GB,,"4,3200","2,32",,White,10,16
ADATA XPG GAMMIX D45 32 GB,,"4,3200","1,32",,White,10,16
ADATA XPG SPECTRIX D50 8 GB,,"4,3600","1,8",,Black,10,18
ADATA XPG SPECTRIX D50 64 GB,,"4,3200","2,32",,Black,10,16
ADATA XPG SPECTRIX D50 8 GB,,"4,3000","1,8",,White,10.667,16
ADATA XPG SPECTRIX D50 16 GB,,"4,3600","1,16",,White,10,18
Mushkin Redline Lumina 64 GB,159.66,"4,3200","2,32",2.495,White,10,16
Mushkin Redline 16 GB,60.58,"4,4133","2,8",3.786,White,9.194,19
Mushkin Redline 16 GB,86.52,"4,3600","2,8",5.407,Black,8.889,16
Mushkin Redline 16 GB,82.63,"4,2800","2,8",5.164,Black,12.143,17
Mushkin Redline 64 GB,204.99,"4,2933","2,32",3.203,,11.592,17
Mushkin Redline 32 GB,240.49,"4,2800","2,16",7.515,Red,12.143,17
Mushkin Redline 32 GB,,"4,3200","2,16",,Red,12.5,20
Mushkin Silverline 8 GB,86.9,"4,2133","1,8",10.863,Silver,14.065,15
G.Skill Ripjaws V 8 GB,,"4,2800","1,8",,Red,12.143,17
G.Skill Sniper X 16 GB,,"4,3600","1,16",,Black / White,10.556,19
G.Skill Trident Z RGB 64 GB,,"4,3200","4,16",,,9.375,15
G.Skill F4-3200C15D-16GTZKO 16 GB,,"4,3200","2,8",,Black / Orange,9.375,15
G.Skill F4-3200C16Q-32GTZKO 32 GB,,"4,3200","4,8",,Black / Orange,10,16
G.Skill F4-3200C16Q-64GTZSK 64 GB,453.55,"4,3200","4,16",7.087,Gray / Black,10,16
G.Skill F4-3200C16Q2-128GTZKW 128 GB,,"4,3200","8,16",,Black / White,10,16
G.Skill F4-3866C19Q2-128GTZSW 128 GB,,"4,3866","8,16",,Gray / White,9.829,19
G.Skill F4-4133C19Q-32GTZKKF 32 GB,,"4,4133","4,8",,Black,9.194,19
G.Skill Trident Z RGB (For AMD) 128 GB,,"4,2933","8,16",,Black,10.91,16
G.Skill Ripjaws S5 32 GB,,"5,5200","2,16",,Black,15.385,40
TEAMGROUP Elite Plus 8 GB,,"5,4800","1,8",,Silver,16.667,40
TEAMGROUP Elite Plus 32 GB,,"5,6000","2,16",,Silver,13.333,40
Acer Predator Vesta RGB 16 GB,,"4,3200","2,8",,Silver,11.25,18
Acer Predator Vesta RGB 16 GB,,"4,3600","2,8",,Silver,7.778,14
Patriot Viper Elite 32 GB,,"4,2666","1,32",,Black / Silver,12.003,16
Silicon Power XPOWER Zenith Gaming 8 GB,,"4,3600","1,8",,Black,10,18
Silicon Power XPOWER Zenith RGB Gaming 8 GB,,"5,5200","1,8",,White,14.615,38
Silicon Power XPOWER Zenith RGB Gaming 16 GB,,"5,5200","2,8",,White,14.615,38
Silicon Power XPOWER Zenith RGB Gaming 16 GB,,"4,3200","1,16",,Black,10,16
Silicon Power XPOWER Turbine 8 GB,,"4,3200","1,8",,Blue / Black,10,16
Silicon Power SP016GBSFU213B02 16 GB,41.26,"4,2133","1,16",2.579,,14.065,15
Silicon Power SP016GBSFU213X22 16 GB,,"4,2133","2,8",,,14.065,15
Silicon Power SP064GBSFU266X22 64 GB,,"4,2666","1,64",,,14.254,19
Silicon Power SP064GBSFU320F21 64 GB,,"4,3200","2,32",,,13.75,22
Silicon Power SP008GBLVU480G02 8 GB,,"5,4800","1,8",,,16.667,40
Silicon Power SP064GBLVU480F22 64 GB,,"5,4800","2,32",,,16.667,40
TEAMGROUP T-Force Vulcan 16 GB,,"5,4800","1,16",,Black,15,36
TEAMGROUP T-Force Vulcan 16 GB,,"5,5600","1,16",,Black,12.857,36
TEAMGROUP T-Force Vulcan 16 GB,,"5,4800","1,16",,Red,15,36
TEAMGROUP T-Force Vulcan 8 GB,,"5,5200","1,8",,Red,15.385,40
TEAMGROUP T-Force Vulcan 32 GB,,"5,5200","1,32",,Red,15.385,40
TEAMGROUP T-Force Vulcan 16 GB,,"5,5600","1,16",,Red,11.429,32
TEAMGROUP Night Hawk RGB Gen 2 64 GB,,"4,3200","2,32",,Black,10,16
TEAMGROUP Night Hawk RGB Gen 2 16 GB,,"4,4000","2,8",,Black,9,18
Thermaltake TOUGHRAM XG RGB 16 GB,169.99,"4,4000","2,8",10.624,White / Silver,9.5,19
Silicon Power SP008GBLFU240BS2 8 GB,,"4,2400","1,8",,Gray,14.167,17
V-Color Manta XPrism RGB 64 GB,,"5,5600","2,32",,Silver,12.857,36
V-Color Manta XPrism RGB 32 GB,,"5,8000","2,16",,Silver,9.5,38
Neo Forza MARS 32 GB,170.2,"4,3200","2,16",5.319,Gray / Black,10,16
Neo Forza MARS 32 GB,,"4,4400","2,16",,Gray / Black,8.636,19
TEAMGROUP Elite Plus 32 GB,,"5,5200","1,32",,Black,16.154,42
TEAMGROUP Elite Plus 64 GB,,"5,5200","2,32",,Silver,16.154,42
OLOy Blade RGB 64 GB,,"5,5600","2,32",,Black,12.857,36
OLOy Blade RGB 32 GB,,"5,5600","2,16",,Black,12.857,36
TEAMGROUP T-Force Zeus 64 GB,,"4,3200","2,32",,Red / Black,10,16
Silicon Power XPOWER Zenith RGB Gaming 32 GB,,"5,6000","2,16",,Black,13.333,40
PROXMEM KERBEROS 32 GB,,"5,5200","2,16",,Black / Silver,15.385,40
Timetec PINNACLE 16 GB,,"4,3600","2,8",,White / Silver,10,18
Timetec PINNACLE Konduit 64 GB,,"4,3200","2,32",,White,10,16
Timetec PINNACLE Konduit RGB 32 GB,,"4,3200","2,16",,Black,10,16
Timetec PINNACLE Konduit RGB 8 GB,,"4,3200","1,8",,Black,10,16
Timetec PINNACLE Konduit 32 GB,,"4,3600","1,32",,White,10,18
TEAMGROUP T-Force Vulcan alpha 16 GB,,"5,5200","2,8",,Red,14.615,38
Crucial CT4G4DFS6266 4 GB,,"4,2666","1,4",,Green,14.254,19
OLOy Blade RGB 16 GB,,"4,4000","2,8",,Black / Silver,9,18
Silicon Power XPOWER Zenith Gaming 32 GB,,"5,6000","2,16",,Black,13.333,40
Silicon Power XPOWER Zenith Gaming 16 GB,,"5,6000","1,16",,Black,13.333,40
GeIL ORION V 32 GB,,"5,5600","2,16",,Red,16.429,46
GeIL ORION V 16 GB,,"5,6800","1,16",,Red,10.588,36
GeIL ORION V 32 GB,,"5,8000","2,16",,Red,9.5,38
TEAMGROUP Elite Plus 4 GB,,"4,2666","1,4",,Black / Gold,14.254,19
TEAMGROUP Elite Plus 16 GB,,"4,3200","1,16",,Black / Gold,13.75,22
TEAMGROUP Elite Plus 32 GB,,"4,3200","2,16",,Black / Gold,13.75,22
TEAMGROUP Elite Plus 16 GB,,"4,3200","1,16",,Red / Black,13.75,22
TEAMGROUP Elite Plus 8 GB,,"4,3200","1,8",,Red / Black,13.75,22
TEAMGROUP Elite Plus 64 GB,,"4,3200","2,32",,Red / Black,13.75,22
TEAMGROUP T-Force Delta TUF Gaming Alliance RGB 64 GB,,"5,5600","2,32",,Black,12.857,36
TEAMGROUP T-Force Delta TUF Gaming Alliance RGB 16 GB,,"5,5600","1,16",,Black,12.857,36
TEAMGROUP T-Force Delta TUF Gaming Alliance RGB 16 GB,,"5,5200","1,16",,Black,15.385,40
GeIL EVO V RGB 16 GB,,"5,4800","2,8",,White,16.667,40
GeIL EVO V RGB 32 GB,,"5,6000","2,16",,White,10,30
GeIL EVO V RGB 48 GB,,"5,7200","2,24",,Black,10,36
GeIL EVO V RGB 32 GB,,"5,7200","2,16",,Black,10,36
GeIL EVO V RGB 24 GB,,"5,8000","1,24",,Black,10,40
GeIL EVO V RGB 24 GB,,"5,8400","1,24",,Black,10,42
GOODRAM IRP-W4000D4V64L18S/16GDC 16 GB,,"4,4000","2,8",,White,9,18
TEAMGROUP T-Force Vulcan 64 GB,,"5,6000","2,32",,Black,11.333,34
TEAMGROUP T-Force Vulcan 16 GB,,"5,6000","1,16",,Black,9.333,28
TEAMGROUP T-Force Vulcan 8 GB,,"5,5200","1,8",,Black,15.385,40
GeIL EVO X II AMD 8 GB,,"4,3600","4,2",,Black,8.889,16
Kingston ValueRAM 8 GB,24.99,"4,3200","1,8",3.124,,13.75,22
Kingston KCP424SD8/16 16 GB,32.97,"4,2400","1,16",2.061,Green / Black,14.167,17
G.Skill Trident Z 32 GB,189.62,"4,3600","4,8",5.926,Silver / White,8.889,16
G.Skill Trident Z Royal 16 GB,139.99,"4,3600","2,8",8.749,Gold,7.778,14
Kingston ValueRAM 32 GB,72.77,"4,3200","1,32",2.274,,13.75,22
Corsair ValueSelect 8 GB,19.98,"4,2133","1,8",2.498,Black / Yellow,14.065,15
Mushkin Essentials 16 GB,26.45,"3,1600","2,8",1.653,Black / Green,13.75,11
G.Skill Trident Z 32 GB,158.33,"4,3600","4,8",4.948,Red / Silver,9.444,17
G.Skill Trident Z Royal 16 GB,133.1,"4,4000","2,8",8.319,Silver,8.5,17
Kingston Server Premier 32 GB,99.07,"4,3200","1,32",3.096,,13.75,22
Mushkin Redline Lumina 32 GB,107.33,"4,3200","2,16",3.354,White,8.75,14
Crucial CT25672AA667 2 GB,,"2,667","1,2",,Green,14.993,5
G.Skill Trident Z 16 GB,93.65,"4,3600","2,8",5.853,Red / Silver,8.889,16
Crucial CT8G4SFS8266 8 GB,22.44,"4,2666","1,8",2.805,Green / Black,14.254,19
G.Skill Ripjaws 16 GB,36.99,"4,2666","2,8",2.312,Green,14.254,19
Patriot Signature Line 8 GB,18.98,"4,2133","1,8",2.373,Green,14.065,15
G.Skill Trident Z Royal 64 GB,,"4,3600","4,16",,Gold,7.778,14
Kingston FURY Impact 32 GB,81.5,"4,2666","1,32",2.547,Black,12.003,16
G.Skill NS 8 GB,30.68,"3,1333","2,4",3.835,Black,13.503,9
G.Skill Ripjaws 4 GB,12.55,"3,1600","1,4",3.138,,13.75,11
G.Skill Ripjaws 8 GB,19.59,"3,1600","1,8",2.449,,13.75,11
G.Skill FA-8500CL7D-8GBSQ 8 GB,24.96,"3,1066","2,4",3.12,Black / Green,13.133,7
Crucial CT8G3ERSLD4160B 8 GB,23.99,"3,1600","1,8",2.999,Green,13.75,11
Kingston ValueRAM 16 GB,32.99,"3,1600","1,16",2.062,Green,13.75,11
G.Skill Trident Z 16 GB,,"4,4133","2,8",,Black / White,9.194,19
Mushkin Essentials 16 GB,35.85,"4,2400","2,8",2.241,Green / Black,14.167,17
Corsair Vengeance Performance 8 GB,24.99,"4,2666","1,8",3.124,Black / Yellow,13.503,18
G.Skill Trident Z Royal 16 GB,137.4,"4,4000","2,8",8.588,Gold,8.5,17
Mushkin Redline 64 GB,184.47,"4,3200","2,32",2.882,White,8.75,14
G.Skill Trident Z Royal 32 GB,,"4,4000","2,16",,Gold,8,16
G.Skill F4-3600C17D-32GTZSW 32 GB,163.19,"4,3600","2,16",5.1,Gray / White,9.444,17
Kingston FURY Impact 16 GB,45.62,"4,2666","1,16",2.851,Black,12.003,16
Corsair XMS3 8 GB,,"3,2000","2,4",,Black / Blue,9,9
Crucial CT51264BA1339 4 GB,19.93,"3,1333","1,4",4.982,Black / Green,13.503,9
G.Skill F2-5300CL4S-1GBSA 1 GB,,"2,667","1,1",,Green,11.994,4
G.Skill F3-10600CL9S-2GBSQ 2 GB,,"3,1333","1,2",,Green,13.503,9
Kingston KVR800D2S6/1G 1 GB,,"2,800","1,1",,Green,15,6
Mushkin Essentials 16 GB,26.45,"3,1333","2,8",1.653,Green,13.503,9
Corsair XMS 8 GB,40.28,"3,1600","1,8",5.035,Black / White,13.75,11
G.Skill F3-1600C11D-16GSL 16 GB,33.88,"3,1600","2,8",2.118,Green,13.75,11
G.Skill F3-1600C9D-8GSL 8 GB,21.95,"3,1600","2,4",2.744,Green,11.25,9
G.Skill Ripjaws 8 GB,20.77,"3,1866","1,8",2.596,,11.79,11
G.Skill FA-10666CL9D-8GBSQ 8 GB,,"3,1333","2,4",,Black / Green,13.503,9
Patriot Viper 3 Low Profile Black 8 GB,31.88,"3,1600","2,4",3.985,Black / Silver,11.25,9
Kingston KVR16E11/8I 8 GB,30,"3,1600","1,8",3.75,Green,13.75,11
Patriot Viper 4 8 GB,59.84,"4,2800","2,4",7.48,Black / Red,11.429,16
Kingston KVR21S15S8/4 4 GB,11,"4,2133","1,4",2.75,Black / Silver,14.065,15
G.Skill Ripjaws 16 GB,40.82,"4,2133","2,8",2.551,Black / Blue,14.065,15
G.Skill Ripjaws 8 GB,21.74,"4,2133","1,8",2.717,Black / Blue,14.065,15
G.Skill Trident Z 32 GB,,"4,3200","4,8",,Red / Silver,8.75,14
Kingston Savage 16 GB,389,"4,3000","2,8",24.312,Black,10,15
Corsair Vengeance LPX 16 GB,,"4,3733","2,8",,Red,9.108,17
Kingston Impact 64 GB,,"4,2400","4,16",,Black,12.5,15
Kingston KCP421SS8/8 8 GB,29.97,"4,2133","1,8",3.746,Black / Green,14.065,15
Corsair Vengeance 32 GB,349.99,"4,3000","2,16",10.937,Black,10.667,16
Corsair Dominator Platinum 32 GB,,"4,4000","4,8",,Black / Silver,9.5,19
Corsair Vengeance 32 GB,,"4,4000","4,8",,Black / Yellow,9.5,19
Corsair Vengeance LPX 64 GB,,"4,3733","4,16",,Black / Yellow,9.108,17
Crucial CT2K8G3ERSLS4160B 16 GB,233.25,"3,1600","2,8",14.578,Green / Black,13.75,11
G.Skill Trident Z RGB 32 GB,,"4,3200","4,8",,Black,8.75,14
G.Skill Trident Z RGB 32 GB,,"4,3466","2,16",,Black,9.233,16
G.Skill Trident Z Royal 16 GB,,"4,3600","2,8",,Silver,8.889,16
G.Skill Trident Z 16 GB,,"4,3466","2,8",,Silver / White,9.233,16
G.Skill Trident Z Royal 32 GB,,"4,3000","4,8",,Silver,10.667,16
Kingston Server Premier 32 GB,79.98,"4,2666","1,32",2.499,Green / Black,14.254,19
G.Skill Trident Z5 RGB 32 GB,,"5,5200","2,16",,White / Black,15.385,40
