name,price,style,switches,backlit,tenkeyless,connection_type,color
Ducky DK9008S2-CUSALR,,Gaming,Cherry MX Blue,Red,false,Wired,Black
Ducky DK9008S2-RUSALB,,Gaming,Cherry MX Red,Blue,false,Wired,Black
Ducky DK9008S2-RUSALG,,Gaming,Cherry MX Red,Green,false,Wired,Black
Ducky DK9087-AEDRG,,Slim,Cherry MX Black,Green,true,Wired,Black
Ducky DK9087G2PRO-AULPUW,,Slim,Cherry MX Black,,true,Wired,Black / White
Ducky DK9087G2PRO-AUSPTW,,Slim,Cherry MX Black,,true,Wired,Black / White
Ducky DK9087G2PRO-BULPUW,,Slim,Cherry MX Brown,,true,Wired,Black / White
Ducky DK9087G2PRO-BUSPTW,,Slim,Cherry MX Brown,,true,Wired,Black / White
Ducky DK9087G2PRO-CULPUW,,Slim,Cherry MX Blue,,true,Wired,Black / White
Ducky DK9087G2PRO-CUSPTW,,Slim,Cherry MX Blue,,true,Wired,Black / White
Ducky DK9087G2PRO-RULPUW,,Slim,Cherry MX Red,,true,Wired,Black / White
Ducky DK9087G2PRO-RUSPTW,,Slim,Cherry MX Red,,true,Wired,Black / White
Ducky DK9087S2-AUSALB,,Slim,Cherry MX Black,Blue,true,Wired,Black
Ducky DK9087S2-AUSALR,,Slim,Cherry MX Black,Red,true,Wired,Black
Ducky DK9087S2-AUSALW,,Slim,Cherry MX Black,White,true,Wired,Black
Ducky DK9087S2-BUSALG,,Slim,Cherry MX Brown,Green,true,Wired,Black
Ducky DK9087S2-BUSALR,,Slim,Cherry MX Brown,Red,true,Wired,Black
Ducky DK9087S2-BUSALW,,Slim,Cherry MX Brown,White,true,Wired,Black
Ducky DK9087S2-CUSALB,,Slim,Cherry MX Blue,Blue,true,Wired,Black
Ducky DK9087S2-CUSALG,,Slim,Cherry MX Blue,Green,true,Wired,Black
Ducky DK9087S2-CUSALP,,Slim,Cherry MX Blue,Purple,true,Wired,Black
Ducky DK9087S2-CUSALR,,Slim,Cherry MX Blue,Red,true,Wired,Black
Ducky DK9087S2-CUSALW,,Slim,Cherry MX Blue,White,true,Wired,Black
Ducky DK9087S2-RUSALB,,Slim,Cherry MX Red,Blue,true,Wired,Black
Ducky DK9087S2-RUSALP,,Slim,Cherry MX Red,Purple,true,Wired,Black
Ducky DK9087S2-RUSALR,,Slim,Cherry MX Red,Red,true,Wired,Black
Ducky DK9087S2-RUSALW,,Slim,Cherry MX Red,White,true,Wired,Black
Ducky Zero,,Gaming,Cherry MX Black,Green,false,Wired,Black
Ducky DK2108-BUSLLA,,Gaming,Cherry MX Brown,Green,false,Wired,Black
Ducky Zero,,Gaming,Cherry MX Blue,,false,Wired,Black
Ducky DK2108-RUSLLA,,Gaming,Cherry MX Red,Green,false,Wired,Black
Ducky DK9008G2 PRO,,Gaming,Cherry MX Black,,false,Wired,Black
Ducky DK9008G2PRO-BUSLLA,,Gaming,Cherry MX Brown,,false,Wired,Black
Ducky DK9008G2 PRO,,Gaming,Cherry MX Blue,,false,Wired,Black
Ducky DK9008G2 PRO,,Gaming,Cherry MX Red,,false,Wired,Black
Ducky DK9008S2-AUSALT,,Gaming,Cherry MX Black,Orange,false,Wired,Black
Ducky DK9008 Shine II,,Gaming,Cherry MX Black,Blue,false,Wired,White / Black
Ducky DK9008 Shine II,,Gaming,Cherry MX Black,Green,false,Wired,White / Black
Ducky DK9008S2-BUSALT,,Gaming,Cherry MX Brown,Orange,false,Wired,Black
Ducky DK9008 Shine II,,Gaming,Cherry MX Blue,White,false,Wired,Pink / White
Ducky DK9008S2-CUSALT,,Gaming,Cherry MX Blue,Orange,false,Wired,Black
Ducky DK9008 Shine II,,Gaming,Cherry MX Blue,Blue,false,Wired,White / Black
Ducky DK9008 Shine II,,Gaming,Cherry MX Blue,Green,false,Wired,White / Black
Ducky DK9008 Shine II,,Gaming,Cherry MX Red,White,false,Wired,Pink / White
Ducky DK9008S2-RUSALT,,Gaming,Cherry MX Red,Orange,false,Wired,Black
Ducky DK9008 Shine II,,Gaming,Cherry MX Red,Blue,false,Wired,White / Black
Ducky DK9008 Shine II,,Gaming,Cherry MX Red,Green,false,Wired,White / Black
Ducky DK9087G2PRO-CUSLLA,,Slim,Cherry MX Blue,,true,Wired,Black
Ducky DK9087G2 PRO,,Slim,Cherry MX Red,,true,Wired,Black
Cherry J82-16001LPNEU-0,,Standard,,,false,Wired,Black
Cherry Ultra-Slim Compact Covered,106.27,Standard,,,false,Wired,Black
Cherry XS G84-5400 Trackball Keyboard,,Slim,,,false,Wired,Black
Cherry KW 6000 Keyboard,,Slim,,,true,Bluetooth Wireless,Black / Silver
Cooler Master Quick Fire Stealth,,Gaming,Cherry MX Blue,,true,Wired,Black
Cooler Master SGK-4000-GKCR2-US,,Standard,Cherry MX Red,,true,Wired,Black
A4Tech My Kids,,Mini,,,false,Wired,Pink
Gigabyte GK-OSMIUM BRN,,Gaming,Cherry MX Brown,White,false,Wired,Black
MSI CK Series,,Standard,Cherry MX Red,,false,Wired,Black
MSI GK-601,,Gaming,Cherry MX Red,,false,Wired,Black / Yellow
Mad Catz V.7,,Gaming,,Red,false,Wired,Black / Silver
Mad Catz V5,,Gaming,,Red,false,Wired,Black
Mad Catz Eclipse III,,Standard,,Multicolor,false,Wired,Black
Cobra 8TTL26R0P85403,,Gaming,,,false,Wired,Black
Gear Head Windows Media Pro II USB Keyboard,,Standard,,,false,Wired,Black
Gear Head KB5125W,,Standard,,,false,Wireless,Black
Logitech K360,,Mini,,,false,Wireless,White
Logitech MKTPLS+DELETE,,Mini,,,true,Wireless,Black
Dell KM632,211.75,Standard,,,false,Wireless,Black
Genius Imperator,,Gaming,,,false,Wired,Black
HP B1T13AT#ABA,,Standard,,,false,Wired,Black
HP KF886AA#ABA,,Standard,,,false,Wired,Black
HP QY449AA#ABA,,Standard,,,false,Wireless,Black
HP QY449AT#ABA,,Ergonomic,,,false,Wireless,Black
Logisys KBMS801WG,,Standard,,,false,Wired,Green / White
Ducky DK9008G2PRO-AUSPHH,,Gaming,Cherry MX Black,,false,Wired,Gray / Black
Ducky DK9008G2PRO-BUSPHH,,Gaming,Cherry MX Brown,,false,Wired,Gray / Black
Ducky DK9008G2PRO-CUSPHH,,Gaming,Cherry MX Blue,,false,Wired,Gray / Black
Ducky DK9008G2PRO-RUSPHH,,Gaming,Cherry MX Red,,false,Wired,Gray / Black
A4Tech A-Shape Natural Keyboard,,Ergonomic,,,false,Wired,Black
A4Tech Natural_A,,Ergonomic,,,false,Wired,Black
A4Tech KL-5,,Mini,,,false,Wired,Gray / Black
A4Tech Xslim,,Slim,,,false,Wired,Black / Silver
Cooler Master CM Storm QuickFire TK,,Mini,Cherry MX Brown,White,false,Wired,Black
Cooler Master CM Storm QuickFire XT,,Slim,Cherry MX Red,,false,Wired,Black
Ergoguys DataCal,,Standard,,,false,Wired,Black
Ergoguys KWD-100,,Slim,,,false,Wireless,Black
Ergoguys KWD-101,,Standard,,,false,Wireless,Pink / White
Ergoguys KWD-102,,Slim,,,false,Wireless,White
Ergoguys Wireless Keyboard Multimedia With Trackball,,Ergonomic,,,false,Wireless,Black
Panasonic iKey,,Slim,,,false,Wired,Black
Razer Blackwidow,,Gaming,Cherry MX Blue,,false,Wired,Black
Razer Marauder StarCraft II Heart of the Swarm,,Gaming,,Blue,false,Wired,Black
SMK-Link VersaPoint,,Standard,,,true,Wireless,Black
SMK-Link VP6630,,Slim,,,true,Bluetooth Wireless,Black
Saitek V5,,Gaming,,Red,false,Wired,Black
Saitek Eclipse II,,Gaming,,Multicolor,false,Wired,Black
SolidTek 3920BU,,Mini,,,false,Wired,Black
SolidTek KB-2070MSU,,Slim,,,false,Wired,Blue / White
SolidTek KB-260 Keyboard,,Standard,,,false,Wired,Black
Chester Creek Technologies VisionBoard WVBW Keyboard,,Ergonomic,,,false,Wireless,White / Black
Genius 31310053101,,Gaming,,RGB,false,Wired,Black
Grandtec FLX2000KIT,,Slim,,,false,Wired,Black
HP DT528A#ABM,,Standard,,,false,Wired,Blue / White
HP KF885AA#ABA,,Standard,,,false,Wired,Black
Kensington Advance Fit Full-Size Slim Keyboard,28.96,Slim,,,false,Wired,Black
Lenovo N5902,,Mini,,,true,Wireless,Black
Logitech Solar Keyboard K750 for Mac,,Slim,,,false,Wireless,White / Blue
Microsoft Sculpt Mobile Keyboard,,Ergonomic,,,true,Bluetooth Wireless,Black
SolidTek KB-260-BU-SP,,Standard,,,false,Wired,Black
SolidTek KB-IN87KB,,Mini,,,false,Wired,Black
SteelSeries 64105,,Gaming,,,false,Wired,Black
Thermaltake MEKA G1 Keyboard,,Gaming,Cherry MX Black,,false,Wired,Black
i-rocks BT-6460-BK,,Slim,,,true,Bluetooth Wireless,Black
i-rocks IRK01BN-BK,,Slim,,,false,Bluetooth Wireless,Black
i-rocks IRK01WN-BK,,Slim,,,false,Wired,Black
i-rocks K10,,Gaming,,,false,Wired,Black
i-rocks KR-6401-WH,,Slim,,,false,Wired,White
i-rocks KR-6402-WH,,Mini,,,false,Wired,White
i-rocks KR-6421-BK,27.99,Slim,,,false,Wired,Black
i-rocks RF-6490-BK,,Mini,,,false,Wireless,Black
Ducky DK9008G2PRO-AUSPHS,,Gaming,Cherry MX Black,,false,Wired,Black / Blue
Ducky DK9008G2PRO-BUSPHS,,Gaming,Cherry MX Brown,,false,Wired,Black / Blue
Ducky DK9008G2PRO-CUSPHS,,Gaming,Cherry MX Blue,,false,Wired,Black / Blue
Ducky DK9008G2PRO-RUSPHS,,Gaming,Cherry MX Red,,false,Wired,Black / Blue
A4Tech Natural_A X-Slim,,Ergonomic,,,false,Wired,Black
Adesso Industrial Scissor-Switch Touchpad Keyboard,,Slim,,,false,Wired,Black
Gigabyte KM5300,,Standard,,,false,Wired,Black
Vortex POKER,,Mini,Cherry MX Black,,true,Wired,Black
Vortex POKER PBT,,Mini,Cherry MX Black,,true,Wired,Black
Vortex KBT RACE Pink Limited,,Mini,Cherry MX Blue,White,true,Wired,Pink
Vortex KBT PURE,,Mini,Cherry MX Black,Orange,true,Wired,Black
Vortex KBT PURE,,Mini,Cherry MX Black,,true,Wired,Black
Vortex KBT PURE LIMITED,,Mini,Cherry MX Brown,Orange,true,Wired,Black
Vortex KBT PURE,,Mini,Cherry MX Brown,Orange,true,Wired,Black
Vortex KBT PURE,,Mini,Cherry MX Brown,,true,Wired,Black
Vortex KBT PURE,,Mini,Cherry MX Blue,Orange,true,Wired,Black
Vortex KBT PURE,,Mini,Cherry MX Blue,,true,Wired,Black
Vortex KBT PURE LIMITED,,Mini,Cherry MX Red,Orange,true,Wired,Black
Vortex KBT PURE,,Mini,Cherry MX Red,Orange,true,Wired,Black
Vortex KBT PURE,,Mini,Cherry MX Red,Purple,true,Wired,Black
Vortex KBT PURE,,Mini,Cherry MX Red,,true,Wired,Black
Vortex KBT PURE,,Mini,Cherry MX Red,White,true,Wired,Black
Vortex KBT RACE,,Mini,Cherry MX Black,White,true,Wired,Black
Vortex KBT RACE,,Mini,Cherry MX Blue,Green,true,Wired,Black
Vortex KBT RACE,,Mini,Cherry MX Blue,White,true,Wired,Black
Vortex KBT RACE,,Mini,Cherry MX Red,Green,true,Wired,Black
Cherry G81-8000LPAUS-2,,Standard,Cherry MY,,false,Wired,Black
Ducky Zero Shine Blue LED Keyboard,,Gaming,Cherry MX Black,Blue,false,Wired,Black
Ducky Zero Shine Blue LED Keyboard,,Gaming,Cherry MX Brown,Blue,false,Wired,Black
Ducky Zero Shine Orange LED Keyboard,,Gaming,Cherry MX Brown,Orange,false,Wired,Black
Ducky Zero Shine Blue LED Keyboard,,Gaming,Cherry MX Blue,Blue,false,Wired,Black
Ducky Zero Shine Blue LED Keyboard,,Gaming,Cherry MX Red,Blue,false,Wired,Black
Belkin Universal Wireless Keyboard with iPad Shortcut Keys,,Mini,,,true,Bluetooth Wireless,Black
Logitech Keyboard K120 for Business,,Standard,,,false,Wired,Black
Orico ORICO GK800 multimedia Ergonomic Gaming Game USB Wired Keyboard PC,,Ergonomic,,,false,Wired,Black
SteelSeries Apex [RAW],,Gaming,,White,false,Wired,Black
Zalman K300M,,Standard,,,false,Wired,Black
Zalman K350M,,Standard,,,false,Wired,Black
Zalman K400G,,Gaming,,Red,false,Wired,Black
matias FK205,,Slim,,,false,Wired,Black
matias Quiet Pro Keyboard for Mac,,Standard,ALPS White,,false,Wired,Black / Silver
matias Quiet Pro Keyboard for PC,,Standard,ALPS White,,false,Wired,Black
Cooler Master SGK-4000-GKCG2-US,,Standard,Cherry MX Brown,,true,Wired,Black
Das Keyboard Das Keyboard Professional Keyboard with Quiet Keys,,Standard,Cherry MX Red,,false,Wired,Black
Filco Majestouch-2,,Standard,Cherry MX Black,,true,Wired,Black
AZIO Backlit Bluetooth 3.0 Keyboard for Tablets,,Mini,,Blue,true,Bluetooth Wireless,Black
Genius K5,,Gaming,,Blue,false,Wired,Black
Genius K7,,Gaming,,Blue,false,Wired,Black
V7 Multimedia USB Keyboard Combo,,Standard,,,false,Wired,Black
Logitech LX310,,Standard,,,false,Wireless,Black
Logitech MK560,,Ergonomic,,,false,Wireless,Black
Ducky Shine II,,Gaming,Cherry MX Black,Orange,false,Wired,White / Black
Ducky Shine II special version,,Gaming,Cherry MX Brown,Orange,false,Wired,White / Black
Razer Orbweaver Elite Mechanical Gaming Keypad,,Gaming,Cherry MX Blue,Green,false,Wired,Black
Razer Orbweaver Elite Mechanical Gaming Keypad,,Gaming,Cherry MX Blue,Green,false,Wired,Black
Max Keyboard Nighthawk-X8 White LED,,Standard,Cherry MX Brown,White,false,Wired,Black
Favi FE02RF-BL,,Mini,,,true,Wireless,Black
Ducky DK9008 Shine 3 Blue LED Backlit (Black Cherry MX),,Standard,Cherry MX Black,Blue,false,Wired,Black
Ducky DK9008 Shine 3 Green LED Backlit (Black Cherry MX),,Standard,Cherry MX Black,Green,false,Wired,Black
Ducky DK9008 Shine 3 Magenta LED Backlit (Black Cherry MX),,Standard,Cherry MX Black,Purple,false,Wired,Black
Ducky DK9008 Shine 3 Red LED Backlit (Black Cherry MX),,Standard,Cherry MX Black,Red,false,Wired,Black
Ducky DK9008 Shine 3 Orange LED Backlit (Black Cherry MX),,Standard,Cherry MX Black,Orange,false,Wired,Black
Ducky DK9008 Shine 3 Blue LED Backlit (Brown Cherry MX),,Standard,Cherry MX Brown,Blue,false,Wired,Black
Ducky DK9008 Shine 3 Green LED Backlit (Brown Cherry MX),,Standard,Cherry MX Brown,Green,false,Wired,Black
Ducky DK9008 Shine 3 Red LED Backlit (Brown Cherry MX),,Standard,Cherry MX Brown,Red,false,Wired,Black
Ducky DK9008 Shine 3 White LED Backlit (Brown Cherry MX),,Standard,Cherry MX Brown,White,false,Wired,Black
Ducky DK9008 Shine 3 Blue LED Backlit (Blue Cherry MX),,Standard,Cherry MX Blue,Blue,false,Wired,Black
Ducky DK9008 Shine 3 Green LED Backlit (Blue Cherry MX),,Standard,Cherry MX Blue,Green,false,Wired,Black
Ducky DK9008 Shine 3 Magenta LED Backlit (Blue Cherry MX),,Standard,Cherry MX Blue,Purple,false,Wired,Black
Ducky DK9008 Shine 3 Red LED Backlit (Blue Cherry MX),,Standard,Cherry MX Blue,Red,false,Wired,Black
Ducky DK9008 Shine 3 Orange LED Backlit (Blue Cherry MX),,Standard,Cherry MX Blue,Orange,false,Wired,Black
Ducky Ducky DK9008 Shine 3 White LED Backlit (Blue Cherry MX),,Standard,Cherry MX Blue,White,false,Wired,Black
Ducky DK9008 Shine 3 Green LED Backlit (Red Cherry MX),,Standard,Cherry MX Red,Green,false,Wired,Black
Ducky DK9008 Shine 3 Magenta LED Backlit (Red Cherry MX),,Standard,Cherry MX Red,Purple,false,Wired,Black
Ducky DK9008 Shine 3 Red LED Backlit (Red Cherry MX),,Standard,Cherry MX Red,Red,false,Wired,Black
Ducky DK9008 Shine 3 Orange LED Backlit (Red Cherry MX),,Standard,Cherry MX Red,Orange,false,Wired,Black
Ducky DK9008 Shine 3 White LED Backlit (Red Cherry MX),,Standard,Cherry MX Red,White,false,Wired,Black
Ducky DK9087 Shine 3 TKL Blue LED Backlit (Black Cherry MX),,Standard,Cherry MX Black,Blue,true,Wired,Black
Ducky DK9087 Shine 3 TKL Green LED Backlit (Black Cherry MX),,Standard,Cherry MX Black,Green,true,Wired,Black
Ducky DK9087 Shine 3 TKL Magenta LED Backlit (Black Cherry MX),,Standard,Cherry MX Black,Purple,true,Wired,Black
Ducky DK9087 Shine 3 TKL Red LED Backlit (Black Cherry MX),,Standard,Cherry MX Black,Red,true,Wired,Black
Ducky DK9087 Shine 3 TKL Orange LED Backlit (Black Cherry MX),,Standard,Cherry MX Black,Orange,true,Wired,Black
Ducky DK9087 Shine 3 TKL White LED Backlit (Black Cherry MX),,Standard,Cherry MX Black,White,true,Wired,Black
Ducky DK9087 Shine 3 TKL Blue LED Backlit (Brown Cherry MX),,Standard,Cherry MX Brown,Blue,true,Wired,Black
Ducky DK9087 Shine 3 TKL Green LED Backlit (Brown Cherry MX),,Standard,Cherry MX Brown,Green,true,Wired,Black
Ducky DK9087 Shine 3 TKL Magenta LED Backlit (Brown Cherry MX),,Standard,Cherry MX Brown,Purple,true,Wired,Black
Ducky DK9087 Shine 3 TKL Red LED Backlit (Brown Cherry MX),,Standard,Cherry MX Brown,Red,true,Wired,Black
Ducky DK9087 Shine 3 TKL Orange LED Backlit (Brown Cherry MX),,Standard,Cherry MX Brown,Orange,true,Wired,Black
Ducky DK9087 Shine 3 TKL White LED Backlit (Brown Cherry MX),,Standard,Cherry MX Brown,White,true,Wired,Black
Ducky DK9087 Shine 3 TKL Blue LED Backlit (Blue Cherry MX),,Standard,Cherry MX Blue,Blue,true,Wired,Black
Ducky DK9087 Shine 3 TKL Green LED Backlit (Blue Cherry MX),,Standard,Cherry MX Blue,Green,true,Wired,Black
Ducky DK9087 Shine 3 TKL Magenta LED Backlit (Blue Cherry MX),,Standard,Cherry MX Blue,Purple,true,Wired,Black
Ducky DK9087 Shine 3 TKL Red LED Backlit (Blue Cherry MX),,Standard,Cherry MX Blue,Red,true,Wired,Black
Ducky DK9087 Shine 3 TKL Orange LED Backlit (Blue Cherry MX),,Standard,Cherry MX Blue,Orange,true,Wired,Black
Ducky DK9087 Shine 3 TKL White LED Backlit (Blue Cherry MX),,Standard,Cherry MX Blue,White,true,Wired,Black
Ducky DK9087 Shine 3 TKL Green LED Backlit (Red Cherry MX),,Standard,Cherry MX Red,Green,true,Wired,Black
Ducky DK9087 Shine 3 TKL Magenta LED Backlit (Red Cherry MX),,Standard,Cherry MX Red,Purple,true,Wired,Black
Ducky DK9087 Shine 3 TKL Red LED Backlit (Red Cherry MX),,Standard,Cherry MX Red,Red,true,Wired,Black
Ducky DK9087 Shine 3 TKL Orange LED Backlit (Red Cherry MX),,Standard,Cherry MX Red,Orange,true,Wired,Black
Ducky DK9087 Shine 3 TKL White LED Backlit (Red Cherry MX),,Standard,Cherry MX Red,White,true,Wired,Black
Gigabyte GK-FORCE K7,,Gaming,,Multicolor,false,Wired,Black
Deck Legend Ice Tactile,,Standard,Cherry MX Clear,Blue,false,Wired,Black
Deck Legend Fire,,Standard,Cherry MX Black,Red,false,Wired,Black
Deck 82 Ice,,Mini,Cherry MX Black,Blue,true,Wired,Black
Deck Legend ToXiC,,Standard,Cherry MX Black,Green,false,Wired,Black
DSI Left Handed,,Standard,Cherry MX Black,,false,Wired,Black
DSI Modular Mac,,Slim,Cherry MX Red,,true,Wired,Black
iOne Xarmor U9,,Standard,Cherry MX Blue,,false,Wired,Black
iOne Xarmor U9W,,Standard,Cherry MX Brown,,false,Wireless,Black
iOne Scorpius M10,,Standard,Cherry MX Blue,,false,Wired,Black
Keycool 108,,Standard,Cherry MX Black,Multicolor,false,Wired,Black
Keycool 108,,Standard,Cherry MX Blue,Multicolor,false,Wired,Black
Keycool 108,,Standard,Cherry MX Brown,Multicolor,false,Wired,Black
Keycool 108,,Standard,Cherry MX Red,Multicolor,false,Wired,Black
Keycool 180 Key White,,Standard,Cherry MX Black,Multicolor,false,Wired,White
Keycool 180 Key White,,Standard,Cherry MX Blue,Multicolor,false,Wired,White
Keycool 180 Key White,,Standard,Cherry MX Brown,Multicolor,false,Wired,White
Keycool 180 Key White,,Standard,Cherry MX Red,Multicolor,false,Wired,White
Keycool Grey Version 84,,Mini,Cherry MX Black,Red,true,Wired,Black
Keycool White Version 84,,Mini,Cherry MX Black,Red,true,Wired,White
Keycool White Version 87,,Mini,Cherry MX Black,Blue,true,Wired,White
Keycool White Version 87,,Mini,Cherry MX Blue,Blue,true,Wired,White
Keycool White Version 87,,Mini,Cherry MX Brown,Blue,true,Wired,White
Keycool White Version 87,,Mini,Cherry MX Red,Blue,true,Wired,White
Keycool 84,,Mini,Cherry MX Black,Blue,true,Wired,Black
Keycool 84,,Mini,Cherry MX Black,White,true,Wired,Black
Keycool 84,,Mini,Cherry MX Blue,Green,true,Wired,Black
Keycool 84,,Mini,Cherry MX Blue,Yellow,true,Wired,Black
Keycool 84,,Mini,Cherry MX Brown,Red,true,Wired,Black
Keycool 87,,Mini,Cherry MX Black,Multicolor,true,Wired,Black
Keycool 87,,Mini,Cherry MX Black,White,true,Wired,Black
Keycool 87,,Mini,Cherry MX Blue,Multicolor,true,Wired,Black
Keycool 87,,Mini,Cherry MX Blue,Green,true,Wired,Black
Keycool 87,,Mini,Cherry MX Blue,Multicolor,true,Wired,Black
Keycool 87,,Mini,Cherry MX Blue,Multicolor,true,Wired,Black
Keycool 87,,Mini,Cherry MX Brown,Multicolor,true,Wired,Black
Thermaltake MEKA G-Unit Battle Edition,,Gaming,Cherry MX Black,,false,Wired,Green / Black
Thermaltake eSPORTS MEKA U-UNIT Combat White,,Gaming,Cherry MX Black,,false,Wired,White
Corsair Vengeance K70,,Gaming,Cherry MX Blue,,false,Wired,Black
matias Mini Quiet Pro for PC,147.55,Mini,ALPS White,,true,Wired,Black
Max Keyboard Nighthawk X8 Green,,Standard,Cherry MX Brown,Green,false,Wired,Black
Max Keyboard Nighthawk X8 Orange,,Standard,Cherry MX Brown,Orange,false,Wired,Black
Max Keyboard Nighthawk X9 White,,Standard,Cherry MX Red,White,false,Wired,Black
Tex Beetle,,Mini,Cherry MX Black,,true,Wired,Black / White
Tex Beetle,,Mini,Cherry MX Blue,,true,Wired,Black / White
Tex Beetle,,Mini,Cherry MX Brown,,true,Wired,Black / White
Tex Beetle,,Mini,Cherry MX Red,,true,Wired,Black / White
Topre Type Heaven,,Standard,Topre 45g,,false,Wired,Black
Chester Creek Technologies BBK,,Standard,,,true,Bluetooth Wireless,Multicolor
Vortex KBT RACE TKL,,Mini,Cherry MX White,,false,Wired,Black
Cobra K701,,Gaming,,Blue,false,Wired,Black
Vortex KBT PURE PBT,,Mini,Cherry MX White,,true,Wired,Black
Cooler Master CM Storm QuickFire TK - Limited Edition White,,Standard,Cherry MX Red,White,false,Wired,Black / White
Cooler Master CM Storm QuickFire TK,,Gaming,Cherry MX Blue,,false,Wired,Black / White
Adesso WKB-4210UB,,Slim,,,false,Wireless,Black
Cooler Master Storm QuickFire Ultimate,,Gaming,Cherry MX Red,Red,false,Wired,Black
Ergoguys CD1060,,Standard,,,false,Wired,Black / Yellow
Genius Manticore,,Gaming,,RGB,false,Wired,Black / Red
Genius K9,,Gaming,,RGB,false,Wired,Blue
Keycool KC84BLA-R,,Mini,Cherry MX Black,Multicolor,true,Wired,Black
Keycool KC84BLUE-B,,Mini,Cherry MX Blue,Multicolor,false,Wired,Black
Keycool KC84BLUE-G,,Mini,Cherry MX Blue,Multicolor,true,Wired,Black
Keycool KC84BLUE-W,,Mini,Cherry MX Blue,Multicolor,true,Wired,Black
Keycool KC84BROWN-G,,Mini,Cherry MX Brown,Multicolor,true,Wired,Black
Keycool KC84RED-B,,Mini,Cherry MX Red,Multicolor,true,Wired,Black
Logitech Wireless All-in-One Keyboard TK820,,Slim,,,true,Wireless,Black
Mad Catz S.T.R.I.K.E. 3 White,,Gaming,,,false,Wired,Black / White
Mad Catz S.T.R.I.K.E. 3 Red,,Gaming,,,false,Wired,Black / Red
Mad Catz S.T.R.I.K.E. 3 Black,,Gaming,,,false,Wired,Black
Perixx 10165,,Slim,,,false,Wired,Black
Perixx PERIBOARD-710PLUS,,Mini,,,true,Wireless,Black
Perixx PERIBOARD-407W,,Mini,,,false,Wired,White
Perixx PERIBOARD-804i,,Slim,,,true,Bluetooth Wireless,White / Silver
Perixx PERIDUO-707B PLUS,,Standard,,,true,Wireless,Black
Perixx PERIBOARD-512W,,Ergonomic,,,false,Wired,White
Perixx PERIBOARD-716,,Standard,,,true,Wireless,Black
Perixx PERIBOARD-505H PLUS,,Mini,,,false,Wired,Black
Perixx 10980,,Standard,,,false,Wireless,Black
Perixx 10991,,Mini,,,true,Wireless,Black
Perixx PERIBOARD-509H PLUS,,Mini,,,false,Wired,Black
Perixx PERIDUO-710B,,Standard,,,false,Wireless,Black
Perixx PX-2000,,Gaming,,Blue,false,Wired,Black
Perixx PX-1100,,Gaming,,Multicolor,false,Wired,Black
Perixx PX-5000,,Standard,Cherry MX Black,White,false,Wired,Black
Perixx PERIBOARD-514PLUS,,Mini,,,false,Wired,Black
Perixx PX-3000,,Gaming,,Blue,false,Wired,Black
ROCCAT Ryos MK Pro,,Gaming,Cherry MX Blue,Blue,false,Wired,Black
ROCCAT Ryos MK Pro,,Gaming,Cherry MX Black,Blue,false,Wired,Black
SteelSeries APEX,,Gaming,,RGB,false,Wired,Black
Zalman ZM-K400G,,Gaming,,Multicolor,false,Wired,Black
Zalman ZM-K500,,Mini,Kailh Red,,true,Wired,Black / Red
i-rocks KR-6421-WH,,Slim,,,false,Wired,White
HP Wireless Classic Desktop,,Standard,,,false,Wireless,Black
Cooler Master Storm QuickFire Ultimate,,Gaming,Cherry MX Blue,Red,false,Wired,Black
Cooler Master Storm Devastator Keyboard & Mouse,,Standard,,Blue,false,Wired,Black
