name,price,socket,form_factor,max_memory,memory_slots,color
Asus Z170-P D3,,LGA1151,ATX,64,4,Black / Gold
MSI Z170A XPOWER GAMING TITANIUM EDITION,,LGA1151,ATX,64,4,Black / Silver
ASRock Z170M-ITX/ac,,LGA1151,Mini ITX,32,2,Black / Orange
Gigabyte GA-H170-D3HP,,LGA1151,ATX,64,4,Black / Gold
Gigabyte GA-H110M-S2PV DDR3 (rev. 1.0),,LGA1151,Micro ATX,32,2,Black
Gigabyte GA-Q170M-MK,,LGA1151,Micro ATX,64,4,Black / Silver
MSI B150M Gaming Pro,,LGA1151,Micro ATX,32,2,Black / Red
Asus X99-E-10G WS,,LGA2011-3,SSI CEB,128,8,Black / Silver
Gigabyte GA-Z270-HD3P,,LGA1151,ATX,64,4,Black / Gold
Gigabyte GA-Z270X-UD3,,LGA1151,ATX,64,4,Black / Silver
MSI H270I GAMING PRO AC,,LGA1151,Mini ITX,32,2,Black / Red
Biostar TB350-BTC,,AM4,ATX,32,2,Black / Yellow
Asus ROG MAXIMUS IX EXTREME,,LGA1151,EATX,64,4,Black / Red
ASRock H370 Pro4,,LGA1151,ATX,64,4,Black / Silver
Gigabyte H310 D3,,LGA1151,ATX,32,2,Silver / Black
ASRock Z490 Phantom Gaming 4/ax,,LGA1200,ATX,128,4,Black / Gray
ASRock E3C246D4U2-2L2T,,LGA1151,Micro ATX,128,4,Green
MSI B560M PRO WIFI,,LGA1200,Micro ATX,64,2,Black
Gigabyte Z590M GAMING X,,LGA1200,Micro ATX,128,4,Black / Silver
Biostar H510MH/E 2.0,,LGA1200,Micro ATX,64,2,Black
Gigabyte Z690 UD AC,,LGA1700,ATX,192,4,Black
Biostar B550MXC PRO,,AM4,Micro ATX,128,4,Brown / Black
Gigabyte B760M E,,LGA1700,Micro ATX,96,2,Black / Gray
Asus PRIME B650M-A AX6 II,,AM5,Micro ATX,192,4,Silver / Black
ASRock X570 Creator,,AM4,ATX,128,4,Black / Silver
Intel DH55HC,,LGA1156,ATX,16,4,Blue / White
Asus M4A87TD/USB3,,AM3,ATX,16,4,Black / Blue
Asus Crosshair IV Formula,,AM3,ATX,16,4,Black / Red
Zotac NF610I-K-E,,LGA775,Mini ITX,4,2,Black / Red
ASRock P45X3 Deluxe,,LGA775,ATX,16,4,Black / Blue
Asus P8P67,,LGA1155,ATX,32,4,Black / Blue
Asus P8H67-I DELUXE (REV 3.0),,LGA1155,Mini ITX,16,2,
ASRock Z68 Extreme4 Gen3,,LGA1155,ATX,32,4,
Asus P5G41T-M LX PLUS,,LGA775,Micro ATX,8,2,Black / Blue
ASRock X79 Extreme3,,LGA2011,ATX,32,4,Black / Silver
ASRock X79 Extreme6,,LGA2011,ATX,64,8,Black / Silver
ASRock Fatal1ty X79 Professional,,LGA2011,ATX,32,4,Black / Red
MSI Z77A-GD65,,LGA1155,ATX,32,4,Black / Blue
ASRock B75M-ITX,,LGA1155,Mini ITX,16,2,Brown / Black
Asus P8B75-M LE,,LGA1155,Micro ATX,16,2,Black / Blue
MSI B75A-G43,,LGA1155,ATX,32,4,Black / Blue
MSI H61M-E33/W8,,LGA1155,Micro ATX,16,2,Black / Blue
Asus Sabertooth 990FX/GEN3 R2.0,,AM3+,ATX,32,4,
Gigabyte G1.SNIPER 5,,LGA1150,EATX,32,4,Black / Green
Asus Z87-C,,LGA1150,ATX,32,4,
Intel DZ87KLT75K,,LGA1150,ATX,32,4,Black / Blue
Asus Maximus VI Extreme,,LGA1150,ATX,32,4,Black / Red
Gigabyte GA-Z87X-D3H,,LGA1150,ATX,32,4,Black / Gray
Asus H87I-PLUS,,LGA1150,Mini ITX,16,2,Black / Gold
ASRock H81M-DGS R2.0,,LGA1150,Micro ATX,16,2,Brown / Black
Gigabyte GA-H81N,,LGA1150,Mini ITX,16,2,Black / Silver
Asus VANGUARD B85,,LGA1150,Micro ATX,32,4,Brown
Gigabyte GA-Z97M-D3H,,LGA1150,Micro ATX,32,4,Black / Gold
Gigabyte GA-H97M-HD3,,LGA1150,Micro ATX,16,2,Black / Silver
ASRock Z97M-ITX/AC,,LGA1150,Mini ITX,16,2,Black / Blue
EVGA Micro,,LGA2011-3,Micro ATX,64,4,Black
Asus X99-PRO,,LGA2011-3,ATX,64,8,Black / White
Asus A68HM-E,,FM2+,Micro ATX,32,2,Black / Gold
Gigabyte GA-F2A68HM-DS2H,,FM2+,Micro ATX,64,2,Black
Biostar Hi-Fi A70U3P,,FM2+,Micro ATX,32,2,Black / Silver
MSI G41M4-F,,LGA775,Micro ATX,8,2,Red
MSI A68HM-GRENADE,,FM2+,Micro ATX,32,2,Brown / Black
MSI A68HI AC,,FM2+,Mini ITX,32,2,Black
ASRock Z170 Pro4,,LGA1151,ATX,64,4,Black / Orange
Gigabyte GA-B150M-HD3 DDR3,,LGA1151,Micro ATX,16,2,Black / Silver
Gigabyte GA-970-Gaming,,AM3+,ATX,32,4,Black / Red
MSI 970A-G43 Plus,,AM3+/AM3,ATX,32,4,Black / Silver
ASRock E3C236D2I,,LGA1151,Mini ITX,32,2,Green / Blue
Asus H110M-E,,LGA1151,Micro ATX,32,2,Black / Gold
MSI B150M MORTAR ARCTIC,,LGA1151,Micro ATX,64,4,White
Gigabyte GA-Gaming B8,,LGA1151,ATX,64,4,Black / Green
Gigabyte GA-Z270X-Gaming K7,,LGA1151,ATX,64,4,Black / White
Gigabyte GA-B250M-Gaming 3,,LGA1151,Micro ATX,64,4,Black / Red
Gigabyte X299 AORUS Gaming 7,,LGA2066,ATX,128,8,Black / Silver
Biostar A320MH PRO,,AM4,Micro ATX,32,2,Black / Yellow
Asus ROG STRIX B250G GAMING,,LGA1151,Micro ATX,64,4,Black / Red
ASRock N68-GS4 FX R2.0,,AM3+,Micro ATX,16,2,Black
MSI H370 GAMING PLUS,,LGA1151,ATX,64,4,Black / Red
Biostar X470GT8,,AM4,ATX,64,4,Black / Silver
Gigabyte Z490 UD AC,,LGA1200,ATX,128,4,Black / Silver
ASRock Z490 PG Velocita,,LGA1200,ATX,128,4,Black / Silver
Biostar B550GTA,,AM4,ATX,128,4,Black
Asus PRIME H470-PLUS,,LGA1200,ATX,128,4,Black / White
EVGA Z590 FTW WIFI,,LGA1200,ATX,128,4,Black / Silver
Gigabyte B660M AORUS Pro AX,,LGA1700,Micro ATX,192,4,Black
MSI B560M PRO-VDH WIFI (CEC),,LGA1200,Micro ATX,128,4,Black
ASRock A620M-C,,AM5,Micro ATX,192,4,Black
ASRock B660M-HDVP/D5 R2.0,,LGA1700,Micro ATX,96,2,Black / Silver
Gigabyte Z790 EAGLE,,LGA1700,ATX,192,4,Gray / Black
Biostar B760MX2-E PRO D4,,LGA1700,Micro ATX,128,4,Silver / Black
Supermicro MBD-X9SCM-F-O,,LGA1155,Micro ATX,32,4,Green
Asus P7P55 LX,,LGA1156,ATX,16,4,Black / Blue
Gigabyte GA-P55M-UD2,,LGA1156,Micro ATX,16,4,Blue / White
Asus P5QPL-AM,,LGA775,Micro ATX,8,2,Black / Yellow
Asus M5A78L-M LX,,AM3+,Micro ATX,8,2,Black / Blue
Asus M5A97,,AM3+,ATX,32,4,
Gigabyte GA-Z68P-DS3,,LGA1155,ATX,32,4,Blue / White
ASRock 970 Extreme3,,AM3+,ATX,32,4,Black
MSI X79A-GD45 (8D),,LGA2011,ATX,128,8,Black / Blue
Gigabyte GA-H77-DS3H,,LGA1155,ATX,32,4,Blue / White
MSI FM2-A55M-E33,,FM2,Micro ATX,16,2,Black / Blue
ASRock B75M R2.0,,LGA1155,Micro ATX,16,2,Brown / Black
MSI Z77A-G45 Gaming,,LGA1155,ATX,32,4,Black / Red
Asus H87-PLUS,,LGA1150,ATX,32,4,Black / Gold
MSI Z87 MPOWER,,LGA1150,ATX,32,4,Black / Yellow
Intel DB85FL,,LGA1150,Micro ATX,32,4,Black / Blue
Biostar H61MGV3,,LGA1155,Micro ATX,16,2,Black / Red
ASRock E3C226D2I,,LGA1150,Mini ITX,16,2,Green
MSI H81M-E35,,LGA1150,Micro ATX,16,2,Black / Blue
Asus Z97-C,,LGA1150,ATX,32,4,Black / Gold
ASRock H97M Anniversary,,LGA1150,Micro ATX,32,4,Black / Blue
Gigabyte GA-B85M-GAMING 3,,LGA1150,Micro ATX,16,2,Black
Asus Z97-DELUXE/USB 3.1,,LGA1150,ATX,32,4,Black / Gold
Asus Z97-E/USB3.1,,LGA1150,ATX,32,4,Black / Gold
MSI X99A GODLIKE GAMING,,LGA2011-3,EATX,128,8,Black / Red
ASRock Z170 Extreme7+,,LGA1151,ATX,64,4,Black / Gold
MSI Z170A-G45 GAMING,,LGA1151,ATX,64,4,Black / Red
Asus H170-PLUS D3,,LGA1151,ATX,64,4,Black / Gold
ASRock Fatal1ty Z170 Gaming-ITX/ac,,LGA1151,Mini ITX,32,2,Black / Red
Asus B150M-K,,LGA1151,Micro ATX,32,2,Black / Gold
Asus H110I-PLUS D3/CSM,,LGA1151,Mini ITX,32,2,Black / Gold
ASRock Fatal1ty Z170 Professional Gaming i7,,LGA1151,ATX,64,4,Black / Red
Gigabyte GA-H110N,,LGA1151,Mini ITX,32,2,Black / Silver
Gigabyte GA-H110M-H DDR3,,LGA1151,Micro ATX,32,2,Black / Silver
MSI B150M Night Elf,,LGA1151,Micro ATX,64,4,Black / Red
MSI H170M PRO-VDH,,LGA1151,Micro ATX,64,4,Black / White
Asus PRIME B250-PRO,,LGA1151,ATX,64,4,Black / Red
MSI H270M MORTAR ARCTIC,,LGA1151,Micro ATX,64,4,White / Silver
MSI H270M BAZOOKA,,LGA1151,Micro ATX,64,4,Black / White
Gigabyte GA-H270M-D3H,,LGA1151,Micro ATX,64,4,Black / Gold
ASRock H270M Pro4,,LGA1151,Micro ATX,64,4,Black / White
EVGA Z270 Stinger,,LGA1151,Mini ITX,32,2,Black
Biostar B350GT5,,AM4,ATX,64,4,Black / White
MSI X299 GAMING PRO CARBON AC,,LGA2066,ATX,128,8,Black / Silver
Gigabyte Z370 AORUS Gaming K3 (rev. 1.0),,LGA1151,ATX,64,4,Black / Red
MSI A320M PRO-VHL,,AM4,Micro ATX,32,2,Brown / Black
Gigabyte GA-H110M-S2PH,,LGA1151,Micro ATX,32,2,Black
Gigabyte H370M DS3H,,LGA1151,Micro ATX,64,4,Silver / Black
MSI H310I PRO,,LGA1151,Mini ITX,32,2,Black
EVGA Z370 Micro ATX,,LGA1151,Micro ATX,32,2,Black / Silver
Asus ROG RAMPAGE VI EXTREME OMEGA,,LGA2066,EATX,128,8,Black
Gigabyte H370M D3H GSM,,LGA1151,Micro ATX,64,4,Black / Silver
ASRock Z390 PHANTOM GAMING 7,,LGA1151,ATX,128,4,Black / Silver
ASRock X570 Extreme4 WiFi ax,,AM4,ATX,128,4,Black / Silver
Biostar B450GT3,,AM4,Micro ATX,64,4,Black / Silver
Gigabyte H410M DS2V,,LGA1200,Micro ATX,64,2,Black / Silver
ASRock Z490 Phantom Gaming 4/ac,,LGA1200,ATX,128,4,Black / Gray
ASRock H470M-ITX/ac,,LGA1200,Mini ITX,64,2,Black / Silver
EVGA Z490 FTW WIFI,,LGA1200,ATX,128,4,Black
ASRock Z590 PG Velocita,,LGA1200,ATX,128,4,Silver / Black
ASRock Z590 Phantom Gaming 4/ac,,LGA1200,ATX,128,4,Silver / Black
Gigabyte Z490 UD AC-Y1,,LGA1200,ATX,128,4,Black
MSI PRO H610M-C EX,,LGA1700,Micro ATX,96,2,Black / Silver
Biostar B760MX-E D4,,LGA1700,Micro ATX,64,2,Black
Biostar B760MX2-E,,LGA1700,Micro ATX,96,2,Black
Asus PRIME B760-PLUS-CSM,,LGA1700,ATX,192,4,Silver / Black
Asus PRIME H610M-R D4-CSM,,LGA1700,Micro ATX,64,2,Black
Asus PRIME H610M-E,,LGA1700,Micro ATX,96,2,Silver / Black
Gigabyte B760M AORUS ELITE AX (rev. 1.2),,LGA1700,Micro ATX,192,1,Black / Silver
Asus PRIME A520M-R-CSM,,AM4,Micro ATX,64,2,Silver / Black
Biostar B760M-SILVER,,LGA1700,Micro ATX,192,4,Silver / Black
ASRock C2750D4I,,Integrated Atom C2750,Mini ITX,64,4,White / Blue
Asus Pro B760M-C-CSM,,LGA1700,Micro ATX,128,4,Green / Black
MSI B360 GAMING PRO CARBON,,LGA1151,ATX,64,4,Black
Foxconn M61PMV,,AM2+/AM2,Micro ATX,4,2,Black / Yellow
Intel DP55KG,,LGA1156,ATX,16,4,Black / Blue
Gigabyte GA-P55A-UD4P,,LGA1156,ATX,16,4,Blue / White
Asus P5N-D,,LGA775,ATX,8,4,Black / Yellow
Gigabyte GA-MA78LM-S2H,,AM3/AM2+/AM2,Micro ATX,8,2,Blue / White
Intel DG43RK,,LGA775,Micro ATX,8,4,Green / Blue
Gigabyte GA-EP45T-UD3LR,,LGA775,ATX,16,4,Multicolor
Zotac GF8200-C-E,,AM2+/AM2,Mini ITX,8,2,Black / Red
ASRock P43DE3,,LGA775,ATX,16,4,Black / Blue
Zotac NF610I-L-E,,LGA775,Micro ATX,4,2,Black / Red
ASRock H55M-LE,,LGA1156,Micro ATX,8,2,Black / Blue
Gigabyte GA-X58-USB3,,LGA1366,ATX,24,6,Blue / White
Foxconn H55MXV,,LGA1156,Micro ATX,8,2,Blue / White
ASRock P67 Extreme4,,LGA1155,ATX,32,4,
Intel DH61DLB3,,LGA1155,Mini ITX,8,2,Green / Blue
Foxconn H61MX,,LGA1155,Micro ATX,8,2,Blue / White
Gigabyte GA-Z68MA-D2H-B3,,LGA1155,Micro ATX,32,4,Blue / White
Gigabyte GA-Z68X-UD4-B3,,LGA1155,ATX,32,4,Black
Gigabyte GA-78LMT-S2P,,AM3+,Micro ATX,8,2,Blue / White
Gigabyte GA-990FXA-UD5,,AM3+,ATX,32,4,Black / Silver
Asus P8P67 PRO (REV 3.1),,LGA1155,ATX,32,4,
Asus P8H61-M LX (REV 3.0),,LGA1155,Micro ATX,16,2,
Biostar H61MHB,,LGA1155,Micro ATX,16,2,Black / Red
MSI X79A-GD45,,LGA2011,ATX,64,4,Black / Blue
Asus Rampage IV Extreme/BF3,,LGA2011,EATX,64,8,Black / Red
Intel DP45SG,,LGA775,ATX,8,4,Black / Blue
ASRock Z77 Extreme6,,LGA1155,ATX,32,4,Black / Gold
ASRock Z77 Extreme4-M,,LGA1155,Micro ATX,32,4,Brown / Black
ASRock B75 Pro3,,LGA1155,ATX,32,4,Brown / Black
ASRock H77 Pro4/MVP,,LGA1155,ATX,32,4,Brown / Black
ASRock Z77E-ITX,,LGA1155,Mini ITX,16,2,Brown / Black
Asus P8Z77-V PRO/THUNDERBOLT,,LGA1155,ATX,32,4,Black / Blue
MSI ZH77A-G43,,LGA1155,ATX,32,4,Black / Blue
Asus P8H77-M LE,,LGA1155,Micro ATX,16,2,Black / Blue
ASRock 970 Pro3 R2.0,,AM3+,ATX,64,4,Brown / Black
MSI Z77A-GD65 Gaming,,LGA1155,ATX,32,4,Black / Red
Gigabyte GA-H61M-USB3H,,LGA1155,Micro ATX,16,2,Black / Blue
Asus Z87M-Plus,,LGA1150,Micro ATX,32,4,Black / Gold
ASRock H87 Pro4,,LGA1150,ATX,32,4,Brown / Black
ASRock H87M Pro4,,LGA1150,Micro ATX,32,4,Brown / Black
MSI Z87M-G43,,LGA1150,Micro ATX,32,4,Black / Blue
Gigabyte GA-H87N-WIFI,,LGA1150,Mini ITX,16,2,Black / Silver
Gigabyte GA-78LMT-S2P(REV5.0),,AM3+,Micro ATX,16,2,Blue / White
MSI A78M-E35,,FM2+,Micro ATX,32,2,Black / Blue
Gigabyte GA-G1.SNIPER Z97,,LGA1150,ATX,32,4,Black / Red
Gigabyte GA-B85N PHOENIX-WIFI,,LGA1150,Mini ITX,16,2,Black / Orange
Gigabyte GA-F2A58M-HD2,,FM2+,Micro ATX,64,2,Black / Silver
Asus A88XM-E,,FM2+,Micro ATX,32,2,Black / Gold
EVGA Z97 Classified,,LGA1150,EATX,32,4,Black
ASRock Z97M Pro4,,LGA1150,Micro ATX,32,4,Black / Blue
Gigabyte GA-X99-UD5 WIFI,,LGA2011-3,EATX,64,8,Black / Yellow
Gigabyte GA-F2A68HM-HD2,,FM2+,Micro ATX,32,2,Black
Asus SABERTOOTH Z97 MARK 1/USB 3.1,,LGA1150,ATX,32,4,Brown / Black
Gigabyte GA-X99-UD4P,,LGA2011-3,EATX,64,8,Black / Yellow
ASRock EP2C612D16SM-2T,,2 x LGA2011-3 Narrow,SSI EEB,1024,16,Green / Blue
MSI A78M-E35 V2,,FM2+,Micro ATX,32,2,Black
MSI X99A GAMING 9 ACK,,LGA2011-3,EATX,128,8,Black / Red
MSI Z97A GAMING 7,,LGA1150,ATX,32,4,Black / Red
Gigabyte GA-P85-D3T,,LGA1150,ATX,16,2,Black
Asus SABERTOOTH Z97 MARK 2/USB 3.1,,LGA1150,ATX,32,4,Brown / Black
ASRock Z170 OC Formula,,LGA1151,ATX,64,4,Black / Gold
MSI H170A Gaming Pro,,LGA1151,ATX,64,4,Black / Red
Asus H110M-A D3,,LGA1151,Micro ATX,32,2,Black / Gold
ASRock Z170A-X1/3.1,,LGA1151,ATX,64,4,Black / Orange
Gigabyte GA-X150-PLUS WS,,LGA1151,ATX,64,4,Brown / Black
ASRock FM2A58M-HD+ R2.0,,FM2+,Micro ATX,32,2,Black / Silver
Asus B150-PLUS,,LGA1151,ATX,64,4,Black / Gold
Gigabyte GA-B250M-D3V,,LGA1151,ATX,32,2,Black / Gold
Gigabyte GA-Z270N-WIFI,,LGA1151,Mini ITX,32,2,Black / Gold
ASRock Fatal1ty B250M Performance,,LGA1151,Micro ATX,64,4,Black / Red
MSI A320M BAZOOKA,,AM4,Micro ATX,64,4,Black / White
Asus ROG STRIX H270I GAMING,,LGA1151,Mini ITX,32,2,Black / Silver
Gigabyte X299 AORUS Gaming 9,,LGA2066,ATX,128,8,Black / Silver
EVGA Z370 Classified K,,LGA1151,ATX,64,4,Black / Silver
EVGA X299 DARK,,LGA2066,EATX,64,4,Black / Silver
EVGA B360 Micro Gaming,,LGA1151,Micro ATX,32,2,Black / Yellow
MSI X470 GAMING PRO CARBON AC,,AM4,ATX,64,4,Black / Silver
Asus ROG MAXIMUS XI APEX,,LGA1151,ATX,64,2,Black / Silver
Gigabyte B460M D2V,,LGA1200,Micro ATX,64,2,Black / Silver
ASRock H470 Phantom Gaming 4,,LGA1200,ATX,128,4,Black / Gray
Asus Pro H410M-C/CSM,,LGA1200,Micro ATX,64,2,Green
Colorful BATTLE-AX B550M-HD PRO V14,,AM4,Micro ATX,64,2,Black
Biostar B660MX-E,,LGA1700,Micro ATX,64,2,Gray / Black
Gigabyte Z790 AORUS ELITE,,LGA1700,ATX,192,4,Black
Biostar B660MX-E PRO,,LGA1700,Micro ATX,128,4,Black / Silver
Gigabyte H610M S2 DDR4 (rev. 1.2),,LGA1700,Micro ATX,64,2,Black
Asus PRIME B760M-A D4-CSM,,LGA1700,Micro ATX,128,4,Silver / Black
Gigabyte B760M D2H,,LGA1700,Micro ATX,96,2,Black
Biostar B45M2,,AM4,Micro ATX,32,2,Black / Silver
Asus PRIME H610M-A WIFI D4-CSM,,LGA1700,Micro ATX,64,2,Silver / Black
Gigabyte A620M C,,AM5,Micro ATX,192,4,Gray / Black
Asus PRIME H610M-K ARGB-CSM,,LGA1700,Micro ATX,96,2,Black / Silver
ASRock B760M Pro-A,,LGA1700,Micro ATX,192,4,White / Black
Asus EX-B760M-V7,,LGA1700,Micro ATX,96,2,Black / Red
Asus PRIME B760M-F,,LGA1700,Micro ATX,96,2,Black / Gray
ASRock Z170A-X1,,LGA1151,ATX,64,4,Black / Orange
Gigabyte X299 AORUS Gaming,,LGA2066,ATX,64,4,Black / Silver
Biostar Z490GTA EVO,,LGA1200,ATX,128,4,Black
Gigabyte B660-AORUS-ELITE-AX-DDR4,,LGA1700,ATX,128,4,Black
Biostar B560MHP 2.0,,LGA1200,Micro ATX,64,2,Black
Asus P7P55D Deluxe,,LGA1156,ATX,16,4,Black / Blue
Gigabyte GA-EP43T-USB3,,LGA775,ATX,16,4,Blue / White
Intel DG41TY,,LGA775,Micro ATX,8,2,Green / Blue
EVGA 270-WS-W555-A2,,LGA1366,HPTX,48,12,Black / Red
Asus P6T6 WS Revolution,,LGA1366,ATX,24,6,Black / Blue
Biostar G41M7,,LGA775,Micro ATX,8,2,Multicolor
Asus P8H67-M PRO,,LGA1155,Micro ATX,32,4,
Asus P8P67 Deluxe,,LGA1155,ATX,32,4,Black / Blue
Asus M5A99X EVO,,AM3+,ATX,32,4,Black / Blue
Asus P8Z68-V LE,,LGA1155,ATX,32,4,Black / Blue
Intel DH77DF,,LGA1155,Mini ITX,16,2,Black / Blue
Intel DH77KC,,LGA1155,ATX,32,4,Black / Blue
Gigabyte GA-Z77N-WIFI,,LGA1155,Mini ITX,16,2,Black / Blue
ASRock 980DE3/U3S3,,AM3+,ATX,32,4,
Asus H87M-PRO,,LGA1150,Micro ATX,32,4,Black / Gold
Asus Z87-Deluxe,,LGA1150,ATX,32,4,Black / Gold
Gigabyte GA-B75N,,LGA1155,Mini ITX,16,2,Black / Silver
Gigabyte GA-H81M-S2PH,,LGA1150,Micro ATX,16,2,Black
ASRock FM2A88X-ITX+,,FM2+,Mini ITX,32,2,Black / Gray
Gigabyte GA-F2A88XM-HD3,,FM2+,Micro ATX,64,2,
Asus A55BM-E,,FM2+,Micro ATX,32,2,Black / Gold
ECS H81H3-I/HDMI (V1.0),,LGA1150,Mini ITX,16,2,Black / Gray
MSI CSM-H87M-G43,,LGA1150,Micro ATX,32,4,Black / Blue
Asus A78M-A,,FM2+,Micro ATX,64,4,Black / Gold
Biostar AM1MHP,,AM1,Micro ATX,16,2,Black / Yellow
Gigabyte GA-AM1M-S2H,,AM1,Micro ATX,32,2,Black / Silver
MSI Z97 MPOWER MAX AC,,LGA1150,ATX,32,4,Black / Yellow
ECS H81H3-TI2,,LGA1150,Thin Mini ITX,8,1,Black
ASRock Z97M OC Formula,,LGA1150,Micro ATX,32,4,Black / Yellow
Gigabyte GA-Z97X-Gaming G1 WIFI-BK,,LGA1150,ATX,32,4,Black / Red
MSI Z97-G55 SLI,,LGA1150,ATX,32,4,Black / Blue
EVGA Z97 FTW,,LGA1150,ATX,32,4,Black / Red
ASRock H97M-ITX/AC,,LGA1150,Mini ITX,16,2,Black / Blue
MSI B85M GAMING,,LGA1150,Micro ATX,32,4,Black / Red
ASRock H81M-ITX/WIFI,,LGA1150,Mini ITX,16,2,Brown / Black
Asus CROSSBLADE RANGER,,FM2+,ATX,64,4,Black / Red
ASRock B85 Anniversary,,LGA1150,ATX,32,4,Black / Blue
Gigabyte GA-EX58-UD4P,,LGA1366,ATX,24,6,Blue / White
Asus X99-S,,LGA2011-3,ATX,64,8,Black / White
Asus H81-PLUS,,LGA1150,ATX,16,2,Black / Gold
ASRock H87WSA-DL,,LGA1150,ATX,32,4,Green / Blue
EVGA Z170 FTW,,LGA1151,ATX,64,4,Black
ASRock Fatal1ty H170 Performance,,LGA1151,ATX,64,4,Black / Red
Gigabyte GA-H170M-D3H DDR3,,LGA1151,Micro ATX,64,4,Black / Gold
Gigabyte GA-H170M-DS3H,,LGA1151,Micro ATX,64,4,Black
Asus M5A78L-M LE/USB3,,AM3+,Micro ATX,16,2,Black / Blue
Gigabyte GA-Z170X-GAMING 6,,LGA1151,ATX,64,4,Black / Red
Gigabyte MW21-SE0,,LGA1151,Micro ATX,64,4,Black / Blue
Gigabyte GA-F2A88X-D3HP,,FM2+,ATX,64,4,Black / Silver
MSI H110I PRO AC,,LGA1151,Mini ITX,32,2,Black / White
Asus P10S-M WS,,LGA1151,Micro ATX,64,4,Black
Gigabyte GA-Z170X-Ultra Gaming,,LGA1151,ATX,64,4,Black / Red
MSI H270 PC MATE,,LGA1151,ATX,64,4,Black / White
Gigabyte GA-Z270M-D3H,,LGA1151,Micro ATX,64,4,Black / Gold
ASRock Fatal1ty Z270 Gaming K4,,LGA1151,ATX,64,4,Black / Red
EVGA Z270 Classified K,,LGA1151,EATX,64,4,Black
Gigabyte GA-990X-Gaming SLI,,AM3+,ATX,64,4,Black / Red
Gigabyte GA-B250N-Phoenix WIFI,,LGA1151,Mini ITX,32,2,Black / Orange
Asus PRIME B250M-D,,LGA1151,Micro ATX,32,2,Black / Silver
ASRock H110M-HDS R3.0,,LGA1151,Micro ATX,32,2,Black / Orange
Asus STRIX Z370-G GAMING,,LGA1151,Micro ATX,64,4,Black / Silver
Gigabyte B360M D3H GSM,,LGA1151,Micro ATX,64,4,Black
Gigabyte Q370M D3H GSM PLUS,,LGA1151,Micro ATX,64,4,Black
ASRock Z390 Phantom Gaming 9,,LGA1151,ATX,128,4,Black / Silver
Asus EX-B360M-V5,,LGA1151,Micro ATX,32,2,Black / Red
MSI B360M BAZOOKA PLUS,,LGA1151,Micro ATX,64,4,Black / Silver
EVGA Z390 DARK,,LGA1151,EATX,64,2,Black / Gold
Supermicro X11SCL-IF,,LGA1151,Mini ITX,64,2,Green / Silver
Gigabyte GA-AB350M-D3V,,AM4,Micro ATX,32,2,Brown / Black
MSI B150M Pro-D,,LGA1151,Micro ATX,32,2,Brown / Black
Gigabyte H470I AORUS PRO AX,,LGA1200,Mini ITX,64,2,Black / Silver
Asus ROG STRIX Z490-G GAMING,,LGA1200,Micro ATX,128,4,Black
ASRock B460 Pro4,,LGA1200,ATX,128,4,Black / Silver
Supermicro C9Z490-PGW,,LGA1200,ATX,128,4,Black
Asus Pro Q470M-C/CSM,,LGA1200,Micro ATX,128,4,Green
Asus PRIME B460I-PLUS,,LGA1200,Mini ITX,64,2,Silver / Black
Colorful CVN B550M GAMING PRO V14,,AM4,Micro ATX,128,4,Black / Silver
MSI B550M PRO-DASH,,AM4,Micro ATX,128,4,Black
ASRock B560M Pro4/ac+,,LGA1200,Micro ATX,128,4,Black / Silver
Asus EX-B660M-V5 D4,,LGA1700,Micro ATX,64,2,Red / Black
Asus PRIME H670-PLUS D4-CSM,,LGA1700,ATX,128,4,Silver / Black
MSI PRO B660-A,,LGA1700,ATX,192,4,Black / Silver
Gigabyte Q570M D3H,,LGA1200,Micro ATX,128,4,Black
Biostar Z790A-SILVER,,LGA1700,ATX,192,4,Black / Silver
Gigabyte Q670M D3H DDR4 (rev. 1.0),,LGA1700,Micro ATX,128,4,Brown / Black
Biostar B660MXC PRO,,LGA1700,Micro ATX,128,4,Black / Silver
MSI Z490 PLUS,,LGA1200,ATX,128,4,Black
Asus PRIME B760M-R D4-CSM,,LGA1700,Micro ATX,64,2,Black / Silver
Biostar B650MS2-E,,AM5,Micro ATX,96,2,Black
Supermicro C7Z170-OCE,536.24,LGA1151,ATX,64,4,Black / Green
Asus PRO H610M-C D4-CSM,,LGA1700,Micro ATX,64,2,Green / Black
EVGA Z590 DARK,799,LGA1200,EATX,64,2,Black
Supermicro MBD-X11SBA-LN4F-O,322.05,Integrated Pentium N3700,Mini ITX,8,2,Green
MSI X299 TOMAHAWK AC,,LGA2066,ATX,256,8,Black / Silver
ASRock H470 Steel Legend,,LGA1200,ATX,128,4,Black / Silver
Intel DG45ID,,LGA775,Micro ATX,8,4,Blue / Silver
Gigabyte GA-H55M-S2H,,LGA1156,Micro ATX,8,2,Blue / White
Intel DH57JG,,LGA1156,Mini ITX,8,2,Blue
Gigabyte GA-EP43-UD3L,,LGA775,ATX,16,4,Multicolor
Asus P5QL/EPU,,LGA775,ATX,16,4,Black / Yellow
Zotac GF9300-G-E,,LGA775,Mini ITX,8,2,
ECS G41T-M2(1.0),,LGA775,Micro ATX,8,2,
Asus P7H55/USB3,,LGA1156,ATX,16,4,
Intel DP67BG,,LGA1155,ATX,32,4,Black / Blue
