name,price,screen_size,resolution,refresh_rate,response_time,panel_type,aspect_ratio
LG N1742L-KIT,,17,"1280,1024",,5,,5:4
LG E1942S-BN,,18.5,"1360,768",,5,,16:9
HP ZR2240w,250,21.5,"1920,1080",60,8,IPS,16:9
HP LA2206xc,,21.5,"1920,1080",60,5,,16:9
LG E2241VB-BN,,21.5,"1920,1080",,5,,16:9
Dell E2213,,22,"1680,1050",60,5,TN,16:10
LG E2411PU-BN,,24,"1920,1080",,5,,16:9
Dell P1913s,,19,"1280,1024",60,5,,5:4
LG E2342V-BN,,23,"1920,1080",,5,TN,16:9
HP LE1851wt,,18.5,"1366,768",60,5,,16:9
AOC e2343Fi,,23,"1920,1080",60,5,,16:9
HP LE2002xm,,20,"1600,900",60,5,,16:9
HP LV1911,,18.5,"1366,768",60,5,,16:9
Acer B243PWL Kbmdrz,,24,"1920,1200",,14,IPS,16:10
Eizo MX210-BK,,21,"1600,1200",60,16,,4:3
Asus VK228H-CSM,,21.5,"1920,1080",,5,,16:9
NEC LCD1990SXi,,19,"1280,1024",,18,,5:4
ViewSonic VA2223wmLED,,22,"1920,1080",75,5,,16:9
AOC e2251Swdn,,22,"1920,1080",60,5,,16:9
LG E2742V-BN,,27,"1920,1080",,5,TN,16:9
Toshiba P1710A,,17,"1280,1024",75,5,,5:4
HP W2371d,,23,"1920,1080",60,5,TN,16:9
Asus VG23AH,,23,"1920,1080",,5,IPS,16:9
NEC LCD2090UXi-1,,20.1,"1600,1200",,16,IPS,4:3
Eizo SX2762W-BK,,27,"2560,1440",,6,IPS,16:9
NEC P232W-BK,,23,"1920,1080",,8,IPS,16:9
ViewSonic VG730M,,17,"1280,1024",,8,,5:4
Hannspree HL161ABB,,15.6,"1366,768",,16,,16:9
HP LE2002xi,,20,"1600,900",60,5,,16:9
LG M2452D-PU,,24,"1920,1080",,5,,16:9
HP LE2202x LL649AA#ABA),,21.5,"1920,1080",60,5,,16:9
Acer V183HV Ab,,18.5,"1366,768",60,5,,16:9
Philips BDL3245E00,,32,"1920,1080",60,5,,16:9
Asus VG278HE,,27,"1920,1080",144,2,,16:9
HP L190w,,19,"1440,900",,5,TN,16:10
Samsung S19B220B,,18.5,"1366,768",,5,,16:9
HP A9S75A8#ABA,,19,"1280,1024",,5,,5:4
Planar PLL2410W,,24,"1920,1080",60,5,,16:9
Samsung S19B420M,,18.5,"1366,768",,5,,16:9
Samsung S22B420BW,,22,"1680,1050",,5,,16:10
Acer V173DJOb,,17,"1280,1024",75,5,TN,5:4
Samsung S22A450BW,,22,"1680,1050",,5,,16:10
Acer G226HQLBbd,,21.5,"1920,1080",60,5,TN,16:9
Acer P246HL Abd,,24,"1920,1080",60,5,TN,16:9
LG IPS234V-PN,,23,"1920,1080",75,14,IPS,16:9
LG EB2742V-BN,,27,"1920,1080",75,5,,16:9
ViewSonic VX2770Smh-LED,,27,"1920,1080",,7,IPS,16:9
Dell S2740L,,27,"1920,1080",60,7,IPS,16:9
Dell U2713HM,,27,"2560,1440",60,8,IPS,16:9
Acer H226HQLbid,,21.5,"1920,1080",60,5,IPS,16:9
Asus VE198TL,,19,"1440,900",,5,,16:10
Asus VS197T-P,,18.5,"1366,768",,5,,16:9
BenQ VW2230H,,21.5,"1920,1080",,4,,16:9
Dell E1913,,19,"1440,900",60,5,,16:10
Sony SSML22F1,,21.5,"1920,1080",,,,16:9
ViewSonic VG2437mc-LED,,24,"1920,1080",,5,,16:9
BenQ GW2255,,21.5,"1920,1080",60,6,,16:9
Acer G185HVBb,,18.5,"1366,768",60,5,TN,16:9
Acer B193WLBJObmdh,,19,"1440,900",60,5,TN,16:10
Acer V196WLbd,,19,"1440,900",60,5,TN,16:10
Acer B243PWLAJbmdrz,,24,"1920,1200",60,14,IPS,16:10
Acer V226HQLAbmdp,,21.5,"1920,1080",60,8,TN,16:9
ViewSonic VG932m-LED,,19,"1280,1024",,5,TN,5:4
ViewSonic VX2260s-LED,,22,"1920,1080",,8,TN,16:9
LG IPS234V-PN.AEK,,23.4,"1920,1080",,12,IPS,16:9
Dell U2413,,24,"1920,1200",60,6,IPS,16:10
HP w2408,,24,"1920,1200",60,5,TN,16:10
HP 25xi (C3Z97AA#ABA),,25,"1920,1080",60,7,IPS,16:9
HP P191,,18.5,"1366,768",,5,TN,16:9
Samsung S20C300BL,,19.5,"1600,900",,5,TN,16:9
Samsung S22C150N,,21.5,"1920,1080",,5,TN,16:9
Samsung S22C350H,,21.5,"1920,1080",,5,TN,16:9
Samsung S22C650D,,21.5,"1920,1080",,5,IPS,16:9
Samsung S23C200B,,23,"1920,1080",,5,,16:9
Samsung S23C450D,,23,"1920,1080",60,5,,16:9
Samsung S23C570H,,23,"1920,1080",,5,,16:9
Samsung S24B150BL,,23.6,"1920,1080",,5,TN,16:9
Samsung S24C200BL,,23.6,"1920,1080",,5,,16:9
Samsung S24C300HL,,23.6,"1920,1080",,5,TN,16:9
Samsung S24C450D,,24,"1920,1080",,5,,16:9
Samsung S24C570HL,,23.6,"1920,1080",,5,,16:9
Samsung S27A850T,,27,"2560,1440",,5,IPS,16:9
Samsung S27C230B,,27,"1920,1080",,5,TN,16:9
Samsung S27C570H,,27,"1920,1080",,5,,16:9
LG 20EN33TS-B,,19.5,"1600,900",,5,,16:9
LG 22EB23PY-B,,22,"1680,1050",,5,,16:10
LG 23CAV42K-BL,,23,"1920,1080",,14,IPS,16:9
LG 24EB23PM-B,,24,"1920,1200",60,5,IPS,16:10
LG 27EA33V,,27,"1920,1080",60,5,IPS,16:9
LG 27EA83R-D,,27,"2560,1440",60,5,IPS,16:9
LG 29EA93-P,,29,"2560,1080",60,5,IPS,21:9
LG 29EB93-P,,29,"2560,1080",60,5,IPS,21:9
LG N225WU-BN,,21.5,"1920,1080",,5,TN,16:9
Lenovo LT2252p,,22,"1680,1050",75,5,TN,16:10
NEC AS192WM-BK,,19,"1440,900",,5,,16:10
NEC E223W-BK,,22,"1680,1050",,5,TN,16:10
Philips 190V4LSB,,19,"1440,900",60,5,,16:10
Philips 227E4LSB,,21.5,"1920,1080",60,5,,16:9
ViewSonic VA2246M-LED,,22,"1920,1080",60,5,TN,16:9
Samsung ME32B,,32,"1920,1080",,8,,16:9
AOC e2060Sn,,20,"1600,900",60,5,TN,16:9
Gateway HX1953Lbd,,19.5,"1600,900",60,5,TN,16:9
Lenovo 60A0MAR1US,,19.5,"1600,900",75,5,,16:9
Lenovo 60A4RAR1US,,30,"2560,1600",60,6,IPS,16:10
Lenovo 60A6MAR2US,,24,"1920,1200",60,7,IPS,16:10
Acer G206HQLbd,,19.5,"1600,900",60,5,TN,16:9
Samsung S22C450B,,21.5,"1920,1080",,5,,16:9
Eizo EV2336WFS-BK,,23,"1920,1080",76,6,IPS,16:9
Samsung PB298Q,,29,"2560,1080",60,5,IPS,21:9
Acer S200HQLbd,,19.5,"1600,900",60,5,,16:9
Acer V206HQLAbd,,19.5,"1600,900",60,5,TN,16:9
Asus VN248H,,23.8,"1920,1080",,5,IPS,16:9
Dell E1914H,,18.5,"1366,768",,5,TN,16:9
BenQ XL2420TE,,24,"1920,1080",144,1,TN,16:9
BenQ BENQ XL2420T,,24,"1920,1080",120,2,,16:9
BenQ BENQGW2255,,21.5,"1920,1080",60,6,TN,16:9
Dell P2412H,,24,"1920,1080",60,5,TN,16:9
HP E271i,,27,"1920,1080",60,7,IPS,16:9
HP W2271d,,21.5,"1920,1080",60,5,TN,16:9
Hannspree HE245DPB,,23.6,"1920,1080",60,5,TN,16:9
Philips ph-278C4QHSN,,27,"1920,1080",60,7,IPS,16:9
Acer V176Lbd,,17,"1280,1024",75,5,TN,5:4
Acer UM.CB6AA.001,,19,"1280,1024",75,5,,5:4
Asus MX299Q,,29,"2560,1080",,5,IPS,21:9
Dell P2014H,,19.5,"1600,900",60,8,IPS,16:9
Dell P2714H,,27,"1920,1080",60,8,IPS,16:9
LG 22EB23P-B,,22,"1680,1050",60,5,TN,16:10
LG 29LN450W,,29,"2560,1080",60,5,IPS,21:9
Dell E2214H,,21.5,"1920,1080",60,5,TN,16:9
Lenovo LT2423,,24,"1920,1080",60,5,TN,16:9
NEC EA273WMi-BK,,27,"1920,1080",60,6,IPS,16:9
Acer H233Hbmid,,23,"1920,1080",60,5,,16:9
Samsung S27B971DS,,27,"2560,1440",60,5,PLS,16:9
Crossover 27Q LED,,27,"2560,1440",60,6,IPS,16:9
Yamakasi 300 Sparta LED,,30,"2560,1600",60,6,IPS,16:10
Yamakasi Q270,,27,"2560,1440",60,6,IPS,16:9
Crossover 27QW DP IPS,,27,"2560,1440",60,6,IPS,16:9
QNIX QX2710 Evolution II Matte,,27,"2560,1440",60,8,PLS,16:9
Planar PXL2230MW,254.25,22,"1920,1080",,5,,16:9
NEC V322-PC,,32,"1366,768",60,8,,16:9
Acer H236HLBmjd,,23,"1920,1080",60,5,IPS,16:9
Lenovo 60ABAAR1US,,19.5,"1600,900",,,TN,16:9
Dell S2240T,,21.5,"1920,1080",60,12,,16:9
Samsung ED32C,,32,"1366,768",,8,,16:9
Samsung S22C650P,,21.5,"1920,1080",60,5,PLS,16:9
ViewSonic VA2249S,,21.5,"1920,1080",60,5,IPS,16:9
ViewEra V177TP,378.99,17,"1280,1024",,5,,5:4
Gateway KX2703bd,,27,"1920,1080",60,6,TN,16:9
NEC AS172-BK,389.99,17,"1280,1024",76,5,TN,5:4
Acer K272HULbmiidp,,27,"2560,1440",60,6,IPS,16:9
HP Z22i (D7Q14A4),,21.5,"1920,1080",60,8,IPS,16:9
Acer UM.HS1AA.D01,,27,"1920,1080",60,6,TN,16:9
AOC E2260SWDN-TAA,,22,"1920,1080",60,5,TN,16:9
AOC Q2770PQU,,27,"2560,1440",60,5,IPS,16:9
BenQ GW2760HS,,27,"1920,1080",60,4,VA,16:9
BenQ RL2460HT,,24,"1920,1080",60,1,TN,16:9
Lenovo 60B3HAR2US,,17,"1280,1024",60,5,TN,5:4
Philips 231C5TJKFU,,23,"1920,1080",60,5,IPS,16:9
Gateway KX2153 Abd,,21.5,"1920,1080",60,8,TN,16:9
LG 23MB35PM-B,,23,"1920,1080",60,5,IPS,16:9
Samsung S20D300H,,19.5,"1600,900",60,5,TN,16:9
Samsung S24D360HL,,23.6,"1920,1080",60,5,TN,16:9
Samsung S27D590P,,27,"1920,1080",60,5,TN,16:9
Samsung T28D310NH,,27.5,"1366,768",60,6,TN,16:9
Samsung P2370HD-1,,23,"1920,1080",60,5,,16:9
BenQ BL3200PT,,32,"2560,1440",60,4,VA,16:9
LG 22M34D-B,,22,"1920,1080",60,5,TN,16:9
Dell UZ2215H,,21.5,"1920,1080",60,8,IPS,16:9
Dell UZ2315H,,23,"1920,1080",60,8,IPS,16:9
AOC I2267FWH,,21.5,"1920,1080",60,5,IPS,16:9
AOC I2757FH,,27,"1920,1080",60,5,IPS,16:9
Samsung T27B550,,27,"1920,1080",60,5,,16:9
Dell E2215HV,,21.5,"1920,1080",60,5,,16:9
HP E221c,,21.5,"1920,1080",60,7,TN,16:9
NEC EA244UHD-BK,,24,"3840,2160",60,6,IPS,16:9
Eizo FS2434-BK,,23.8,"1920,1080",60,5,IPS,16:9
Acer G247HL bid,,24,"1920,1080",60,6,TN,16:9
LG 24M45VQ,,23.6,"1920,1080",60,2,TN,16:9
BenQ XL2420G,,24,"1920,1080",144,1,TN,16:9
LG 34UC97-S,,34,"3440,1440",60,5,IPS,21:9
Samsung U32D970Q,,31.5,"3840,2160",60,8,PLS,16:9
LG 34UM94-P,,34,"3440,1440",60,5,IPS,21:9
LG 34UM95-P,,34,"3440,1440",60,5,IPS,21:9
Asus VB199T-P,,19,"1280,1024",60,5,IPS,5:4
LG 25UM65-P,,25,"2560,1080",60,14,IPS,21:9
AOC E2461FWH,,23.6,"1920,1080",60,2,TN,16:9
Acer B226HQL,,21.5,"1920,1080",60,5,VA,16:9
Dell D2015H,,19.5,"1920,1080",60,25,VA,16:9
Dell S2715H,,27,"1920,1080",60,6,IPS,16:9
LG 31MU97,,31,"4096,2160",60,5,IPS,256:135
Dell UP2715K,,27,"5120,2880",60,8,IPS,16:9
Dell E2414Hr,,24,"1920,1080",60,5,TN,16:9
ViewSonic VX2239WM,,22,"1920,1080",60,2,TN,16:9
Acer G257HL BMIDX,,25,"1920,1080",60,4,IPS,16:9
LG 29UB55-B,,29,"2560,1080",60,,IPS,21:9
AOC G2770PQU,,27,"1920,1080",144,1,TN,16:9
AOC I2721VH,,27,"1920,1080",60,5,IPS,16:9
ViewSonic VA2265SMH,,21.5,"1920,1080",60,7,VA,16:9
LG 34UC87M-B,,34,"3440,1440",60,5,IPS,21:9
Acer G277HL bid,,27,"1920,1080",60,4,IPS,16:9
LG 22MP57HQ,,22,"1920,1080",60,5,IPS,16:9
Acer S240HL bd,,23.6,"1920,1080",60,5,TN,16:9
Asus MX259H,,25,"1920,1080",60,5,IPS,16:9
LG 29UM67,,29,"2560,1080",60,5,IPS,21:9
LG 34UM67,,34,"2560,1080",60,5,IPS,21:9
LG 19M37D-B,,18.5,"1366,768",60,5,TN,16:9
Acer CB280HK bmjdppr,,28,"3840,2160",60,1,TN,16:9
LG 23MP47HQ,,23,"1920,1080",60,5,IPS,16:9
HP 22UH,,21.5,"1920,1080",60,5,TN,16:9
HP 23xw,,23,"1920,1080",60,7,IPS,16:9
Samsung S24E510C,,23.6,"1920,1080",60,4,VA,16:9
Samsung S32E590C,,31.5,"1920,1080",60,4,VA,16:9
ViewSonic VG2239SMH,,21.5,"1920,1080",60,7,VA,16:9
Asus PB328Q,,32,"2560,1440",75,4,VA,16:9
ViewSonic VG2860MHL-4K,,28,"3840,2160",60,2,TN,16:9
BenQ XR3501,,35,"2560,1080",144,4,VA,21:9
Asus PA328Q,,32,"3840,2160",60,6,IPS,16:9
AOC U2870VQE,,28,"3840,2160",60,1,TN,16:9
Acer K242HQL BBMD,,23.6,"1920,1080",60,5,TN,16:9
ViewSonic VP2780-4K,,27,"3840,2160",60,5,IPS,16:9
Acer Predator XR341CK,,34,"3440,1440",75,4,IPS,21:9
Acer KN242HYL,,23.8,"1920,1080",60,4,IPS,16:9
Asus VC279H,399.99,27,"1920,1080",60,5,IPS,16:9
Asus VE228H-R,,21.5,"1920,1080",60,5,TN,16:9
ViewSonic VA2055SM,,19.5,"1920,1080",60,25,VA,16:9
Samsung S24E650PL,,23.6,"1920,1080",60,4,PLS,16:9
Nixeus NX-VUE24A,,24,"1920,1080",144,1,TN,16:9
Dell E2316H,,23,"1920,1080",60,5,TN,16:9
Lenovo 60CCMAR2US,,22,"1680,1050",60,5,TN,16:10
LG 27MU67,,27,"3840,2160",60,5,IPS,16:9
Asus C622AQ,,21.5,"1920,1080",60,5,IPS,16:9
Dell S2216M,349.99,21.5,"1920,1080",60,6,IPS,16:9
Dell P2416D,,23.8,"2560,1440",60,6,IPS,16:9
Acer UT220HQL bmjz,210,21.5,"1920,1080",60,8,VA,16:9
AOC I2379VHE,,23,"1920,1080",60,5,IPS,16:9
HP Z24nf,,23.8,"1920,1080",60,8,IPS,16:9
HP V193b,,18.5,"1366,768",60,5,TN,16:9
LG 27MC67-B,,27,"3840,2160",60,5,IPS,16:9
NEC P212-BK-SV,,21,"1600,1200",60,8,IPS,4:3
Samsung S22E200B,,21.5,"1920,1080",60,5,TN,16:9
Samsung S22E450D,,21.5,"1920,1080",60,5,TN,16:9
Samsung S24E370DL,,23.6,"1920,1080",60,4,PLS,16:9
Samsung S24E650C,,23.5,"1920,1080",60,4,VA,16:9
ViewSonic VA2409,,23.6,"1920,1080",60,5,TN,16:9
Acer G246HYL bmjj (UM.QG6AA.001),,23.8,"1920,1080",60,6,IPS,16:9
Acer V236HL,,23,"1920,1080",60,5,TN,16:9
BenQ BL2410PT,,24,"1920,1080",60,4,VA,16:9
LG 24MP47HQ,199.97,23.8,"1920,1080",60,5,IPS,16:9
HP Z27s,,27,"3840,2160",60,6,IPS,16:9
QNIX QX2414 LED 144 MULTI Perfect Pixel,,24,"1920,1080",144,2,TN,16:9
LG 34UC98,,34,"3440,1440",60,5,IPS,21:9
LG 34UM88C,,34,"3440,1440",60,5,IPS,21:9
AOC I2369VM,,23,"1920,1080",60,6,IPS,16:9
HP Z23n,,23,"1920,1080",60,7,IPS,16:9
Acer XZ350CU bmijphz,,35,"2560,1080",144,4,VA,21:9
CTL IP2380S,,24,"1920,1080",60,6,,16:9
Dell E1916HV,,18.5,"1366,768",60,5,TN,16:9
HP ProDisplay P202,,20,"1600,900",60,5,TN,16:9
Lenovo E2054,199.95,19.5,"1440,900",60,14,IPS,16:10
LG 25UM58,,25,"2560,1080",75,5,IPS,21:9
LG 29UM68,,29,"2560,1080",75,5,IPS,21:9
LG 34UM57-P,,34,"2560,1080",60,,IPS,21:9
ViewSonic XG2700-4K,,27,"3840,2160",60,5,IPS,16:9
AOC C3583FQ,,35,"2560,1080",160,4,VA,21:9
LG 34UM58-P,,34,"2560,1080",60,5,,21:9
Samsung S22E390H,,21.5,"1920,1080",60,4,PLS,16:9
AOC I2481FXH,,23.8,"1920,1080",60,4,IPS,16:9
Dell P4317Q,,42.5,"3840,2160",60,8,IPS,16:9
Asus PA329Q,,32,"3840,2160",60,5,IPS,16:9
Pixio PX277,,27,"2560,1440",144,4,IPS,16:9
LG 29UC88-B,,29,"2560,1080",75,5,IPS,21:9
AOC I2777FQ,,27,"1920,1080",60,5,IPS,16:9
Samsung U28E850R,,28,"3840,2160",60,1,TN,16:9
LG 34UM88C-P,,34,"3440,1440",60,5,IPS,21:9
Philips 227E6LDSD/27,,21.5,"1920,1080",60,1,TN,16:9
ViewSonic VX2778-smhd,,27,"2560,1440",60,5,PLS,16:9
Dell U2917W,,29,"2560,1080",60,5,IPS,21:9
Acer XR342CK,,34,"3440,1440",75,5,IPS,21:9
iiyama GB2788HS-B1,,27,"1920,1080",144,1,TN,16:9
Acer XR382CQK bmijqphuzx,,37.5,"3840,1600",75,5,IPS,12:5
Philips 227E7QDSB/11,,21.5,"1920,1080",60,5,IPS,16:9
HP w2408h,,24,"1920,1200",60,5,,16:10
LG 24M47H-P,,23.6,"1920,1080",60,5,TN,16:9
HP T3M84AA#ABA,,25,"1920,1080",60,6,IPS,16:9
LG 29UM59-P,,29,"2560,1080",75,5,IPS,21:9
Lenovo 65CEGAC1UD,,27,"2560,1440",,4,IPS,16:9
VIOTEK GN32Q,,32,"2560,1440",144,,VA,16:9
iiyama X4071UHSU-B1,,39.5,"3840,2160",60,3,VA,16:9
LG 27MP38VQ-B,,27,"1920,1080",60,5,IPS,16:9
LG 29UB67-B,,29,"2560,1080",75,5,IPS,21:9
Pixio PX347c Prime,,34,"3440,1440",100,8,VA,21:9
AOC Q2781PQ,,27,"2560,1440",60,4,IPS,16:9
BenQ GW2470ML,,23.8,"1920,1080",60,4,VA,16:9
LG 32UD99-W,,31.5,"3840,2160",60,5,IPS,16:9
AOC I2470SWQ,,23.8,"1920,1080",60,3,IPS,16:9
BenQ PD3200Q,,32,"2560,1440",60,4,VA,16:9
Dell S2718D,,27,"2560,1440",60,6,IPS,16:9
AOC I2280SWD,,21.5,"1920,1080",60,6,IPS,16:9
Acer Predator Z301CT,,29.5,"2560,1080",200,4,VA,21:9
iiyama Prolite B2280HS,,22,"1920,1080",60,5,TN,16:9
AOC E2250SWDAK,,21.5,"1920,1080",60,5,TN,16:9
AOC E2752VQ,,27,"1920,1080",60,2,TN,16:9
BenQ GW2270H,,21.5,"1920,1080",60,5,VA,16:9
iiyama Prolite XB2485WSU-B3,,24.1,"1920,1200",60,4,IPS,16:10
Acer ET430K wmiiqppx,,43,"3840,2160",60,5,IPS,16:9
Philips 349X7FJEW/27,,34,"3440,1440",60,4,VA,21:9
HP 23BW,,23,"1920,1080",60,7,IPS,16:9
iiyama G-MASTER RED EAGLE,,27,"1920,1080",144,1,TN,16:9
Acer ET322QK wmiipx,,31.5,"3840,2160",60,4,VA,16:9
AOC I2381FH,,23,"1920,1080",60,4,IPS,16:9
Acer XF270H Bbmiiprzx,,27,"1920,1080",144,1,TN,16:9
LG 24MP60VQ-P,,23.8,"1920,1080",75,5,IPS,16:9
iiyama E2473HS-GB1,,23.6,"1920,1080",60,2,TN,16:9
ViewSonic XG2702,,27,"1920,1080",144,1,TN,16:9
Samsung C49J890DKE,,48.9,"3840,1080",144,5,VA,32:9
AOC 24V2Q,,23.8,"1920,1080",75,5,IPS,16:9
Philips 326M6FJSB,,31.5,"2560,1440",60,5,IPS,16:9
HP Envy 27,,27,"3840,2160",60,14,IPS,16:9
Samsung LS19F350HNWXXL,,18.5,"1366,768",60,14,IPS,16:9
AOC 27V2Q,,27,"1920,1080",75,5,IPS,16:9
Dell S2719DM,,27,"2560,1440",60,5,IPS,16:9
Acer GF276 Abmipx,,27,"1920,1080",75,1,TN,16:9
Samsung T190GN,,19,"1440,900",60,2,TN,16:10
Dell ST2410,,24,"1920,1080",60,5,TN,16:9
HP W1707,,17,"1440,900",60,8,TN,16:10
Dell E2318HN,,23,"1920,1080",60,5,IPS,16:9
Dell SE2419H,269.95,23.8,"1920,1080",60,5,IPS,16:9
Asus VP248QGL,,24,"1920,1080",75,1,TN,16:9
Asus C624BQH,,24.1,"1920,1200",60,5,IPS,16:10
Dell U2719DC,,27,"2560,1440",60,5,IPS,16:9
VIOTEK GN32DR,,31.5,"2560,1440",144,3,VA,16:9
VIOTEK SUW49C,,49,"3840,1080",144,4,VA,32:9
Titan Army C34SW,,34,"3440,1440",100,,VA,21:9
BenQ XL2740,,27,"1920,1080",240,1,TN,16:9
MSI Oculux NXG252R,,24.5,"1920,1080",240,1,TN,16:9
Samsung C32JG50,,32,"2560,1440",144,4,VA,16:9
MSI Optix MAG270VC,,27,"1920,1080",144,1,VA,16:9
BenQ BL2381T,,22.5,"1920,1200",76,5,IPS,16:10
Acer B276HUL Cymiippprzx,428.88,27,"2560,1440",60,5,IPS,16:9
Acer B276HL,,27,"1920,1080",60,5,VA,16:9
Acer KA270H Dbi,,27,"1920,1080",75,4,TN,16:9
Acer CB281HK,,28,"3840,2160",60,1,TN,16:9
Acer V276HL Cbmd,,27,"1920,1080",60,5,VA,16:9
Acer B277U bmiipprzx,348.16,27,"2560,1440",75,4,IPS,16:9
Acer KA200HQ Bbi,,19.5,"1600,900",60,5,TN,16:9
Acer ET322QU Abmiprx,,31.5,"2560,1440",75,4,IPS,16:9
Acer VA240H bp,,24,"1920,1080",60,5,TN,16:9
Asus Designo Curve MX38VC,,38,"3840,1600",75,5,IPS,12:5
Asus VZ27AQ,,27,"2560,1440",75,5,IPS,16:9
BenQ BL2480T,299.99,23.8,"1920,1080",60,5,IPS,16:9
Asus ProArt PA32UC,,32,"3840,2160",60,5,IPS,16:9
Asus ASUSPRO C422AQH,,21.5,"1920,1080",60,5,IPS,16:9
Asus PB278QV,,27,"2560,1440",75,5,IPS,16:9
Dell E1910H,,18.5,"1360,768",60,5,TN,16:9
HP Z24n G2,,24,"1920,1200",60,,IPS,16:10
HP Z24i G2,659,24,"1920,1200",60,14,IPS,16:10
HP 22eb,,21.5,"1920,1080",60,6,IPS,16:9
Lenovo C22-10,,21.5,"1920,1080",60,5,TN,16:9
LG 22MB35PY-I,399.75,21.5,"1920,1080",60,5,IPS,16:9
LG 49BL95C-W,,49,"5120,1440",60,5,IPS,32:9
LG 34BL650-B,379,34,"2560,1080",75,5,IPS,21:9
Philips 203V5LSB2,,19.5,"1600,900",60,5,TN,16:9
NEC P243W-BK,999.95,24.1,"1920,1200",60,8,IPS,16:10
"NEC NEC Display MultiSync EA231WU-H-BK 22.5"" WLED LCD Monitor - 16:10 - 5 ms",,22.5,"1920,1200",60,5,IPS,16:10
Philips 328B6QJEB,,31.5,"2560,1440",60,5,IPS,16:9
Philips 243S5LDAB,,23.6,"1920,1080",60,1,TN,16:9
Philips 328E9QJAB,,31.5,"1920,1080",75,4,VA,16:9
Philips 326E8FJSB,,31.5,"2560,1440",75,5,VA,16:9
Philips 241B7QPJKEB,294.91,23.8,"1920,1080",60,5,IPS,16:9
V7 L236VA-2N,,23.6,"1920,1080",60,5,VA,16:9
ViewSonic XG2760,,27,"2560,1440",165,1,TN,16:9
Asus ProArt PA32UCX,,32,"3840,2160",60,5,IPS,16:9
Pixio PX5 Hayabusa,,24.5,"1920,1080",240,1,TN,16:9
LG 27BL65U-W,,27,"3840,2160",60,5,IPS,16:9
LG 27BL85U,,27,"3840,2160",60,5,IPS,16:9
Philips 226E9QDSB/27,,21.5,"1920,1080",75,4,IPS,16:9
Nixeus NX-EDG34S,,34,"3440,1440",144,4,VA,21:9
Acer KA270HK bmjdppx,,27,"3840,2160",60,4,IPS,16:9
Acer ER320HQ,,31.5,"1920,1080",60,4,IPS,16:9
Acer HA230 Abi,,23,"1920,1080",60,4,IPS,16:9
Acer EI491CR Pbmiiipx,,49,"3840,1080",144,4,VA,32:9
Acer V246HQL bi,199.99,23.6,"1920,1080",60,5,VA,16:9
Asus ProArt PA329C,,32,"3840,2160",60,5,IPS,16:9
Asus Designo MX27UCS,,27,"3840,2160",60,5,IPS,16:9
Samsung LS24H851QFNXZA,329.99,23.8,"2560,1440",60,5,PLS,16:9
ViewSonic VP2785-2K,,27,"2560,1440",60,5,IPS,16:9
ViewSonic VX3258-PC-MHD,285.14,31.5,"1920,1080",165,,VA,16:9
ViewSonic VX2776-4K-MHD,,27,"3840,2160",,4,IPS,16:9
Acer K242HL Dbid,,24,"1920,1080",60,1,TN,16:9
HP SmartBuy P174,,17,"1280,1024",60,5,,5:4
HP E27d G4,,27,"2560,1440",60,,IPS,16:9
NEC EA271Q-BK,539.95,27,"2560,1440",60,6,PLS,16:9
ViewSonic VG2753,,27,"1920,1080",60,7,IPS,16:9
LG 32UK550-B,,31.5,"3840,2160",60,4,VA,16:9
Acer CB282K smiiprx,,28,"3840,2160",60,,IPS,16:9
Acer K242HL bmidx,,24,"1920,1080",60,5,TN,16:9
Lenovo ThinkVision T27q-20,,27,"2560,1440",60,4,IPS,16:9
Acer XZ242Q Sbmiiphx,,23.6,"1920,1080",165,,VA,16:9
Asus VP348QGL,299,34,"3440,1440",75,4,VA,21:9
VIOTEK GNV34CB,,34,"2560,1080",100,8,VA,21:9
VIOTEK GN35LD,,35,"2560,1080",144,,VA,21:9
VIOTEK SUW49DA,,49,"5120,1440",120,8,VA,32:9
BenQ BL2483,,24,"1920,1080",60,1,TN,16:9
iiyama Prolite XUB2792UHSU-B1,,27,"3840,2160",60,4,IPS,16:9
Samsung LC34J791WTEXXS,,34,"3440,1440",100,4,VA,21:9
NEC EA223WM,,22,"1680,1050",60,5,TN,16:10
Dell S199WFP,,19,"1440,900",60,,TN,16:10
Monoprice 40776,,34,"3440,1440",144,4,VA,21:9
LG 24BK750Y-B,,23.8,"1920,1080",60,5,IPS,16:9
Acer V227Q bip,195.62,21.5,"1920,1080",75,4,IPS,16:9
Acer V246HL bi,,24,"1920,1080",60,5,TN,16:9
Acer KA240Y bmiix,,23.8,"1920,1080",60,,VA,16:9
X= XRGB27WQ,,27,"2560,1440",165,,IPS,16:9
AOC VIPRB-E2280SWDN,,22,"1920,1080",60,,TN,16:9
VIOTEK GNV34DBE2,,34,"3440,1440",144,6,VA,21:9
Acer KG221Q ABMIX,,21.5,"1920,1080",75,1,TN,16:9
HUAWEI MateView Wireless,,28.2,"3840,2560",60,,IPS,3:2
Monoprice Dark Matter,,34,"3440,1440",165,,VA,21:9
Pixio PX274P,,27,"2560,1440",75,,IPS,16:9
X= XRGB27UHD,,27,"3840,2160",144,5,IPS,16:9
MSI Optix MAG275R2,,27,"1920,1080",170,,IPS,16:9
MSI Optix G271C,,27,"1920,1080",165,,VA,16:9
NZXT Canvas 27Q,,27,"2560,1440",165,,IPS,16:9
